concluiu,makespan,makespan_cpm,E_total,S_UR_final,S_UR_maximo,S_PV_final,TW,TL,TU,TR,n_limpas,n_com_erro,n_reportadas,n_adiamentos,taxa_omissao,taxa_falha_efetiva,E_plano,retrabalho_sobre_esforco_total,retrabalho_sobre_plano,divida_latente_sobre_plano,retrabalho_sobre_esforco_realizado,p1_omissao,p1_fuga,p2_ajuda,p2_bloqueio,p3_analitica,hiato_encontrado,hiato_sem_colega_capaz,hiato_sem_colega_livre,hiato_colega_capaz_sem_confianca,competencia_maxima_inicial,competencia_minima_inicial,tarefas_acima_da_competencia_maxima_inicial,n_tarefas,N_req,N_fail,N_blocked,N_success,competencia_maxima_final,ablacoes,retrabalho_gerado,retrabalho_pendente,ocupacao_retrabalho,extensoes_horizonte,motivo_termino,confianca_media_final,arquivo,semente,cenario,violacoes,atraso_relativo,fracao_porta1
True,167,78,0.6099522587920252,0.0,23.02849540070721,235.0,427.0,0.0,228.0,45.054789280801245,52,8,2,0,0.13333333333333333,0.16666666666666666,294.0,0.1328835064573808,0.15324758258775933,0.07832821564866398,0.06435894728623757,24,0,0,228,36,228,23,1,205,0.6268507180531939,0.4857196752206667,17,60,0,0,205,0,0.6268507180531939,nenhuma,45.054789280801245,0.0,48,0,terminal,0.25,j6043_10.sm,0,centralizada,0,2.141025641025641,0.4
True,119,78,0.6594274432379073,0.0,4.5,285.0,334.0,117.0,34.0,21.5,59,1,7,0,0.016666666666666666,0.13333333333333333,294.0,0.06814580031695722,0.07312925170068027,0.015306122448979591,0.04244817374136229,17,0,117,34,43,151,19,0,0,0.6268507180531939,0.4857196752206667,17,60,132,15,0,117,0.6268507180531939,nenhuma,21.5,0.0,24,0,terminal,0.9882507359349771,j6043_10.sm,0,adaptativa,0,1.5256410256410255,0.2833333333333333
True,271,78,0.6924271670326844,5.329070518200751e-15,35.47907031151186,209.0,444.0,0.0,139.0,58.22267458498212,44,16,2,0,0.26666666666666666,0.3,294.0,0.16530075655573534,0.1980363081121841,0.12067710990310157,0.09079946310798433,24,0,0,139,36,139,10,8,129,0.6586427040007742,0.39362113220747674,14,60,0,0,129,0,0.6586427040007742,nenhuma,58.22267458498212,0.0,65,0,terminal,0.25,j6043_10.sm,1,centralizada,0,3.4743589743589745,0.4
True,102,78,0.6463654223968566,0.0,3.0,282.0,329.0,101.0,39.0,40.0,57,3,12,0,0.05,0.25,294.0,0.11976047904191617,0.1360544217687075,0.01020408163265306,0.07858546168958742,18,0,101,39,42,140,11,5,0,0.6586427040007742,0.39362113220747674,14,60,129,28,0,101,0.6586427040007742,nenhuma,40.0,0.0,45,0,terminal,0.9666666666666667,j6043_10.sm,1,adaptativa,0,1.3076923076923077,0.3
True,267,78,0.7106753896133532,0.0,26.62814161421246,200.0,479.0,0.0,114.0,81.0067364097166,45,15,3,0,0.25,0.3,294.0,0.21601408333425787,0.27553311703985234,0.09057191025242334,0.12018683498806168,27,0,0,114,33,114,0,12,114,0.7659648859265082,0.2570239140832174,3,60,0,0,114,0,0.7659648859265082,nenhuma,81.00673640971658,0.0,89,0,terminal,0.25,j6043_10.sm,2,centralizada,0,3.423076923076923,0.45
True,117,78,0.7027541270915746,0.0,6.0,279.0,373.0,74.0,51.0,32.76885018619758,57,3,7,0,0.05,0.16666666666666666,294.0,0.10028143798751142,0.11145867410271286,0.02040816326530612,0.06173845766325969,18,0,74,51,42,125,0,17,0,0.7659648859265082,0.2570239140832174,3,60,125,51,0,74,0.7659648859265082,nenhuma,32.76885018619758,0.0,37,0,terminal,0.8687297535210866,j6043_10.sm,2,adaptativa,0,1.5,0.3
True,194,78,0.6967205436182377,0.0,15.702529270587812,222.0,473.0,0.0,155.0,50.894865857689545,47,13,1,0,0.21666666666666667,0.23333333333333334,294.0,0.14756631917707289,0.1731117886315971,0.05340996350540072,0.07496722750052166,27,0,0,155,33,155,0,7,155,0.794910294566222,0.24332019624229823,2,60,0,0,155,0,0.794910294566222,nenhuma,50.894865857689545,0.0,57,0,terminal,0.25,j6043_10.sm,3,centralizada,0,2.4871794871794872,0.45
True,121,78,0.6187889039770815,0.0,4.5,285.0,349.0,109.0,54.0,52.00494216510078,59,1,11,0,0.016666666666666666,0.2,294.0,0.1503011541964795,0.17688755838469652,0.015306122448979591,0.09220653628577141,21,0,109,54,39,163,0,14,0,0.794910294566222,0.24332019624229823,2,60,163,54,0,109,0.794910294566222,nenhuma,52.00494216510078,0.0,58,0,terminal,0.8433333333333333,j6043_10.sm,3,adaptativa,0,1.5512820512820513,0.35
True,179,78,0.6672507447525126,1.7763568394002505e-15,22.781871744350703,210.0,467.0,0.0,176.0,56.88681717127679,47,13,0,0,0.21666666666666667,0.21666666666666667,294.0,0.16212298207689257,0.19349257541250608,0.07748935967466225,0.0812800238204164,23,0,0,176,37,176,0,16,176,0.7496468789669437,0.35303232464984247,4,60,0,0,176,0,0.7496468789669437,nenhuma,56.88681717127678,0.0,62,0,terminal,0.25,j6043_10.sm,4,centralizada,0,2.2948717948717947,0.38333333333333336
True,131,78,0.6313686516277129,0.0,5.176307404550498,270.0,379.0,127.0,49.0,45.28320858647526,56,4,8,0,0.06666666666666667,0.2,294.0,0.13346728467681784,0.15402451900161654,0.017606487770579927,0.07543640724701678,20,0,127,49,40,176,0,4,0,0.7496468789669437,0.35303232464984247,4,60,176,49,0,127,0.7496468789669437,nenhuma,45.28320858647526,0.0,52,0,terminal,0.8734325032257053,j6043_10.sm,4,adaptativa,0,1.6794871794871795,0.3333333333333333
True,170,78,0.707867548890865,4.440892098500626e-16,17.6129997322869,221.0,480.0,0.0,128.0,70.09295785927264,47,13,4,0,0.21666666666666667,0.2833333333333333,294.0,0.19251390708403818,0.238411421290043,0.059908162354717354,0.1033677714049042,29,0,0,128,31,128,10,15,118,0.6863255838987572,0.3910769205246226,9,60,0,0,118,0,0.6863255838987572,nenhuma,70.09295785927264,0.0,77,0,terminal,0.25,j6043_10.sm,5,centralizada,0,2.1794871794871793,0.48333333333333334
True,127,78,0.6052154966437149,0.0,15.896430676122804,245.0,333.0,115.0,48.0,54.21723972153057,52,8,9,0,0.13333333333333333,0.2833333333333333,294.0,0.15569947014940475,0.18441238000520602,0.0540694920956558,0.09853787887302543,21,0,115,48,39,163,8,9,0,0.6863255838987572,0.3910769205246226,9,60,155,40,0,115,0.6863255838987572,nenhuma,54.21723972153057,0.0,59,0,terminal,0.9533333333333333,j6043_10.sm,5,adaptativa,0,1.6282051282051282,0.35
True,175,78,0.7505112626608573,0.0,25.82174809147529,212.0,485.0,0.0,102.0,59.22614493549959,44,16,2,0,0.26666666666666666,0.3,294.0,0.16767203046737808,0.2014494725697265,0.08782907514107241,0.09164925529500358,19,0,0,102,41,102,0,24,102,0.7631789564580391,0.24360497938515846,3,60,0,0,102,0,0.7631789564580391,nenhuma,59.22614493549958,0.0,66,0,terminal,0.25,j6043_10.sm,6,centralizada,0,2.2435897435897436,0.31666666666666665
True,128,78,0.697705574357623,0.0,7.793056879601541,260.0,379.0,53.0,49.0,62.209075474199835,55,5,12,0,0.08333333333333333,0.2833333333333333,294.0,0.17464202839690318,0.2115954948102035,0.026506996189120887,0.1145214214616974,9,0,53,49,51,102,0,27,0,0.7631789564580391,0.24360497938515846,3,60,102,49,0,53,0.7631789564580391,nenhuma,62.209075474199835,0.0,68,0,terminal,0.8516666666666666,j6043_10.sm,6,adaptativa,0,1.641025641025641,0.15
True,175,78,0.6086808717471699,2.220446049250313e-15,25.519777143562344,207.0,425.0,0.0,216.0,57.231240255786894,45,15,3,0,0.25,0.3,294.0,0.16294461795057807,0.1946640825026765,0.0868019630733413,0.08196602637662138,28,0,0,216,32,216,26,6,190,0.5858494645010164,0.43100241340042456,21,60,0,0,190,0,0.5858494645010164,nenhuma,57.231240255786894,0.0,64,0,terminal,0.25,j6043_10.sm,7,centralizada,0,2.2435897435897436,0.4666666666666667
True,124,78,0.5175292153589316,0.0,4.5,273.0,310.0,201.0,63.0,25.0,56,4,6,0,0.06666666666666667,0.16666666666666666,294.0,0.07836990595611286,0.08503401360544217,0.015306122448979591,0.041736227045075125,19,0,201,63,41,264,25,3,0,0.5858494645010164,0.43100241340042456,21,60,239,38,0,201,0.5858494645010164,nenhuma,25.0,0.0,28,0,terminal,1.0,j6043_10.sm,7,adaptativa,0,1.5897435897435896,0.31666666666666665
True,228,78,0.5445558591219689,0.0,34.11191433610681,185.0,433.0,0.0,282.0,80.14340493583268,43,17,2,0,0.2833333333333333,0.31666666666666665,294.0,0.21420504512054045,0.2725966154280023,0.11602691951056737,0.10079113332053628,37,0,0,282,23,282,16,9,266,0.5273323364698471,0.27249021043639565,26,60,0,0,266,0,0.5273323364698471,nenhuma,80.14340493583266,0.0,88,0,terminal,0.25,j6043_10.sm,8,centralizada,0,2.923076923076923,0.6166666666666667
True,154,78,0.48533494134015587,0.0,4.5,280.0,368.0,212.0,77.0,101.23924604282807,58,2,22,0,0.03333333333333333,0.4,294.0,0.2561467441719029,0.34435117701642204,0.015306122448979591,0.13351886831390644,41,0,212,77,19,289,12,3,0,0.5273323364698471,0.27249021043639565,26,60,277,65,0,212,0.5273323364698471,nenhuma,101.23924604282807,0.0,110,0,terminal,0.94,j6043_10.sm,8,adaptativa,0,1.9743589743589745,0.6833333333333333
True,246,78,0.6595544532964129,0.0,37.158480495009556,189.0,471.0,0.0,166.0,77.11844411931531,43,17,0,0,0.2833333333333333,0.2833333333333333,294.0,0.20780008469350444,0.26230763305889565,0.126389389438808,0.10799111093457534,26,0,0,166,34,166,15,11,151,0.6872143627230507,0.3512385487549321,9,60,0,0,151,0,0.6872143627230507,nenhuma,77.1184441193153,0.0,83,0,terminal,0.25,j6043_10.sm,9,centralizada,0,3.1538461538461537,0.43333333333333335
True,141,78,0.6019900810693464,0.0,5.5,252.0,348.0,128.0,56.0,46.082614553763825,54,6,10,0,0.1,0.26666666666666666,294.0,0.1355041762844322,0.15674358691756404,0.01870748299319728,0.0797163128480107,17,0,128,56,43,184,6,6,0,0.6872143627230507,0.3512385487549321,9,60,178,50,0,128,0.6872143627230507,nenhuma,46.082614553763825,0.0,53,0,terminal,0.8833333333333332,j6043_10.sm,9,adaptativa,0,1.8076923076923077,0.2833333333333333
True,189,78,0.6091151815146691,0.0,27.299523047499356,205.0,476.0,0.0,234.0,71.46139588303245,47,13,2,0,0.21666666666666667,0.25,294.0,0.1955374676725199,0.24306597239126684,0.09285552056972571,0.09144584269870785,33,0,0,234,27,234,26,4,208,0.5820371027673271,0.4175993861121362,21,60,0,0,208,0,0.5820371027673271,nenhuma,71.46139588303244,0.0,78,0,terminal,0.25,j6043_10.sm,10,centralizada,0,2.423076923076923,0.55
True,133,78,0.5607987760629891,0.0,8.46993226206127,270.0,350.0,165.0,61.0,48.109778657376864,57,3,9,0,0.05,0.2,294.0,0.1406267276141172,0.16363870291624782,0.02880929340837167,0.07708544282205218,31,0,165,61,29,226,17,7,0,0.5820371027673271,0.4175993861121362,21,60,209,44,0,165,0.5820371027673271,nenhuma,48.109778657376864,0.0,52,0,terminal,0.98,j6043_10.sm,10,adaptativa,0,1.705128205128205,0.5166666666666667
True,221,78,0.7562451678963531,4.440892098500626e-16,24.918578688383292,212.0,482.0,0.0,85.0,70.35944434630798,46,14,7,0,0.23333333333333334,0.35,294.0,0.19310448909191538,0.23931783791261219,0.08475707036865066,0.1103920950264892,23,0,0,85,37,85,6,6,79,0.7131697048371954,0.48671389683598903,7,60,0,0,79,0,0.7131697048371954,nenhuma,70.35944434630797,0.0,79,0,terminal,0.25,j6043_10.sm,11,centralizada,0,2.8333333333333335,0.38333333333333336
True,117,78,0.6832646467350906,0.0,7.5542846219665005,263.0,369.0,84.0,41.0,46.0542846219665,54,6,11,0,0.1,0.2833333333333333,294.0,0.13543215511360013,0.15664722660532823,0.02569484565294728,0.08527713960126085,15,0,84,41,45,125,3,0,0,0.7131697048371954,0.48671389683598903,7,60,122,38,0,84,0.7131697048371954,nenhuma,46.0542846219665,0.0,51,0,terminal,0.9572490849607197,j6043_10.sm,11,adaptativa,0,1.5,0.25
True,181,65,0.7189932190686418,4.440892098500626e-16,38.2629914062458,222.0,522.0,0.0,122.0,82.01519201555233,41,19,1,0,0.31666666666666665,0.3333333333333333,325.0,0.20150400679004257,0.25235443697093024,0.11773228124998708,0.11296622015286348,33,0,0,122,27,122,13,25,109,0.6268507180531939,0.4857196752206667,22,60,0,0,109,0,0.6268507180531939,nenhuma,82.01519201555233,0.0,90,0,terminal,0.25,j6044_9.sm,0,centralizada,0,2.7846153846153845,0.55
True,124,65,0.7089454833643494,0.0,5.545945645079309,305.0,444.0,67.0,42.0,73.2822888622798,56,4,13,0,0.06666666666666667,0.2833333333333333,325.0,0.18399585146408493,0.2254839657300917,0.017064448138705564,0.11701159391782619,35,0,67,42,25,109,15,15,0,0.6268507180531939,0.4857196752206667,22,60,94,27,0,67,0.6268507180531939,nenhuma,73.2822888622798,0.0,79,0,terminal,0.9733333333333333,j6044_9.sm,0,adaptativa,0,1.9076923076923078,0.5833333333333334
