concluiu,makespan,makespan_cpm,E_total,S_UR_final,S_UR_maximo,S_PV_final,TW,TL,TU,TR,n_limpas,n_com_erro,n_reportadas,n_adiamentos,taxa_omissao,taxa_falha_efetiva,E_plano,retrabalho_sobre_esforco_total,retrabalho_sobre_plano,divida_latente_sobre_plano,retrabalho_sobre_esforco_realizado,p1_omissao,p1_fuga,p2_ajuda,p2_bloqueio,p3_analitica,hiato_encontrado,hiato_sem_colega_capaz,hiato_sem_colega_livre,hiato_colega_capaz_sem_confianca,competencia_maxima_inicial,competencia_minima_inicial,tarefas_acima_da_competencia_maxima_inicial,n_tarefas,N_req,N_fail,N_blocked,N_success,competencia_maxima_final,ablacoes,retrabalho_gerado,retrabalho_pendente,ocupacao_retrabalho,extensoes_horizonte,motivo_termino,confianca_media_final,arquivo,semente,cenario,violacoes,atraso_relativo,fracao_porta1
True,243,80,0.6837197206723568,0.0,23.704087780486002,228.0,522.0,0.0,144.0,97.47073839946475,41,19,6,0,0.31666666666666665,0.4166666666666667,334.0,0.2259034732251629,0.2918285580822298,0.07097032269606587,0.12766794259044137,31,0,0,144,29,144,17,0,127,0.6268507180531939,0.4857196752206667,18,60,0,0,127,0,0.6268507180531939,nenhuma,97.47073839946475,0.0,108,0,terminal,0.25,j6021_7.sm,0,centralizada,0,3.0375,0.5166666666666667
True,178,80,0.597581791668799,0.0,10.561048336472062,324.0,377.0,139.0,41.0,73.8759825951102,59,1,14,0,0.016666666666666666,0.25,334.0,0.18112363989925173,0.22118557663206648,0.03161990519901815,0.11710064201718559,27,0,139,41,33,180,24,0,0,0.6268507180531939,0.4857196752206667,18,60,156,17,0,139,0.6268507180531939,nenhuma,73.87598259511022,0.0,79,0,terminal,0.9933333333333333,j6021_7.sm,0,adaptativa,0,2.225,0.45
True,340,80,0.7857472154716675,3.552713678800501e-15,25.605960995250395,250.0,533.0,0.0,70.0,75.33520692790664,47,13,2,0,0.21666666666666667,0.25,334.0,0.1840428227351939,0.22555451176019953,0.0766645538779952,0.1110589663613218,34,0,0,70,26,70,10,0,60,0.6586427040007742,0.39362113220747674,12,60,0,0,60,0,0.6586427040007742,nenhuma,75.33520692790664,0.0,82,0,terminal,0.25,j6021_7.sm,1,centralizada,0,4.25,0.5666666666666667
True,192,80,0.7063361643468805,0.0,8.355193079717093,294.0,382.0,78.0,24.0,56.81897442306298,55,5,8,0,0.08333333333333333,0.21666666666666667,334.0,0.14538438034371443,0.17011668988941012,0.025015548142865548,0.10506098548719847,17,0,78,24,43,102,12,0,0,0.6586427040007742,0.39362113220747674,12,60,90,12,0,78,0.6586427040007742,nenhuma,56.818974423062976,0.0,61,0,terminal,0.9616666666666666,j6021_7.sm,1,adaptativa,0,2.4,0.2833333333333333
True,270,80,0.7370719546203568,0.0,28.959299236623607,211.0,527.0,0.0,102.0,85.99125247743501,40,20,0,0,0.3333333333333333,0.3333333333333333,334.0,0.20474534164745511,0.25745883975279943,0.08670448873240601,0.12026895738860649,26,0,0,102,34,102,0,0,102,0.7659648859265082,0.2570239140832174,5,60,0,0,102,0,0.7659648859265082,nenhuma,85.99125247743503,0.0,93,0,terminal,0.25,j6021_7.sm,2,centralizada,0,3.375,0.43333333333333335
True,247,80,0.6941147635851012,0.0,7.0,280.0,424.0,58.0,19.0,109.84999519393739,53,7,17,0,0.11666666666666667,0.4,334.0,0.24749351443822623,0.3288922011794533,0.020958083832335328,0.17983137604684987,29,0,58,19,31,77,0,1,0,0.7659648859265082,0.2570239140832174,5,60,77,19,0,58,0.7659648859265082,nenhuma,109.84999519393739,0.0,118,0,terminal,0.9016666666666667,j6021_7.sm,2,adaptativa,0,3.0875,0.48333333333333334
True,269,80,0.7396688767292147,0.0,25.639469554300057,243.0,532.0,0.0,113.0,74.2407531765864,47,13,2,0,0.21666666666666667,0.25,334.0,0.18185532090783993,0.22227770412151615,0.07676487890508998,0.1032210047173995,34,0,0,113,26,113,0,0,113,0.794910294566222,0.24332019624229823,4,60,0,0,113,0,0.794910294566222,nenhuma,74.24075317658641,0.0,79,0,terminal,0.25,j6021_7.sm,3,centralizada,0,3.3625,0.5666666666666667
True,194,80,0.6395999966160688,0.0,4.0,323.0,391.0,128.0,43.0,49.31957796851695,58,2,9,0,0.03333333333333333,0.18333333333333332,334.0,0.12866438554977147,0.14766340709136813,0.011976047904191617,0.08067724271552272,23,0,128,43,37,171,5,0,0,0.794910294566222,0.24332019624229823,4,60,166,38,0,128,0.794910294566222,nenhuma,49.31957796851695,0.0,54,0,terminal,0.9383333333333334,j6021_7.sm,3,adaptativa,0,2.425,0.38333333333333336
True,307,80,0.6778021379566653,0.0,21.89705200637404,240.0,522.0,0.0,166.0,82.13625476845814,46,14,3,0,0.23333333333333334,0.2833333333333333,334.0,0.19737827172534986,0.24591693044448545,0.06556003594722766,0.10665158828700053,30,0,0,166,30,166,9,3,157,0.7496468789669437,0.35303232464984247,5,60,0,0,157,0,0.7496468789669437,nenhuma,82.13625476845816,0.0,88,0,terminal,0.25,j6021_7.sm,4,centralizada,0,3.8375,0.5
True,207,80,0.6956415316512785,0.0,18.95816292192814,295.0,415.0,75.0,26.0,80.57162650265298,54,6,9,0,0.1,0.25,334.0,0.1943491096637733,0.24123241467860174,0.056760966832120174,0.13505775823600064,23,0,75,26,37,101,0,0,0,0.7496468789669437,0.35303232464984247,5,60,101,26,0,75,0.7496468789669437,nenhuma,80.57162650265299,0.0,84,0,terminal,0.89,j6021_7.sm,4,adaptativa,0,2.5875,0.38333333333333336
