concluiu,makespan,makespan_cpm,E_total,S_UR_final,S_UR_maximo,S_PV_final,TW,TL,TU,TR,n_limpas,n_com_erro,n_reportadas,n_adiamentos,taxa_omissao,taxa_falha_efetiva,E_plano,retrabalho_sobre_esforco_total,retrabalho_sobre_plano,divida_latente_sobre_plano,retrabalho_sobre_esforco_realizado,p1_omissao,p1_fuga,p2_ajuda,p2_bloqueio,p3_analitica,hiato_encontrado,hiato_sem_colega_capaz,hiato_sem_colega_livre,hiato_colega_capaz_sem_confianca,competencia_maxima_inicial,competencia_minima_inicial,tarefas_acima_da_competencia_maxima_inicial,n_tarefas,N_req,N_fail,N_blocked,N_success,competencia_maxima_final,ablacoes,retrabalho_gerado,retrabalho_pendente,ocupacao_retrabalho,extensoes_horizonte,motivo_termino,confianca_media_final,arquivo,semente,cenario,violacoes,atraso_relativo,fracao_porta1
True,212,73,0.7033952163756644,7.105427357601002e-15,40.81661399399196,256.0,569.0,0.0,154.0,85.93356501889039,43,17,1,0,0.2833333333333333,0.3,358.0,0.1935730293681076,0.2400378911142189,0.1140128882513741,0.1062306828829431,41,0,0,154,19,154,29,3,125,0.6268507180531939,0.4857196752206667,30,60,0,0,125,0,0.6268507180531939,nenhuma,85.93356501889039,0.0,96,0,terminal,0.25,j6010_9.sm,0,centralizada,0,2.904109589041096,0.6833333333333333
True,148,73,0.6585319313651383,0.0,9.375482397518702,323.0,441.0,99.0,53.0,76.67139935918662,55,5,12,0,0.0833333333333333,0.2833333333333333,358.0,0.1763893356503769,0.214165919997728,0.0261884983170913,0.1144910764183061,35,0,99,53,25,152,14,3,0,0.6268507180531939,0.4857196752206667,30,60,138,39,0,99,0.6268507180531939,nenhuma,76.67139935918662,0.0,83,0,terminal,0.9683333333333332,j6010_9.sm,0,adaptativa,0,2.0273972602739727,0.5833333333333334
True,266,73,0.6714448465422153,0.0,59.62195466074304,227.0,586.0,0.0,156.0,130.74480252214855,40,20,3,0,0.3333333333333333,0.3833333333333333,358.0,0.2675113921364382,0.3652089455925937,0.1665417727953716,0.1498087437980823,40,0,0,156,20,156,17,9,139,0.6586427040007742,0.3936211322074767,23,60,0,0,139,0,0.6586427040007742,nenhuma,130.74480252214852,0.0,141,0,terminal,0.25,j6010_9.sm,1,centralizada,0,3.643835616438356,0.6666666666666666
True,159,73,0.6679293502138997,0.0,5.0,337.0,441.0,106.0,42.0,71.2494707842571,57,3,12,0,0.05,0.25,358.0,0.1659861587111133,0.1990208681124499,0.0139664804469273,0.1079129540227053,31,0,106,42,29,148,14,8,0,0.6586427040007742,0.3936211322074767,23,60,134,28,0,106,0.6586427040007742,nenhuma,71.24947078425708,0.0,75,0,terminal,0.96,j6010_9.sm,1,adaptativa,0,2.1780821917808217,0.5166666666666667
True,255,73,0.7569522129561161,1.7763568394002505e-15,56.85886946588351,199.0,613.0,0.0,56.0,140.82655114522834,37,23,2,0,0.3833333333333333,0.4166666666666667,358.0,0.2823156682857246,0.3933702545956098,0.1588236577259316,0.1738971770511554,38,0,0,56,22,56,1,16,55,0.7659648859265082,0.2570239140832174,10,60,0,0,55,0,0.7659648859265082,nenhuma,140.8265511452283,0.0,151,0,terminal,0.25,j6010_9.sm,2,centralizada,0,3.493150684931507,0.6333333333333333
True,155,73,0.6428018430218229,0.0,7.1530069099413485,339.0,472.0,89.0,63.0,110.28538689484716,58,2,20,0,0.0333333333333333,0.3666666666666666,358.0,0.235508922510135,0.3080597399297406,0.0199804662288864,0.1501941736321664,36,0,89,63,24,152,2,10,0,0.7659648859265082,0.2570239140832174,10,60,150,61,0,89,0.7659648859265082,nenhuma,110.28538689484714,0.0,118,0,terminal,0.8780108401341451,j6010_9.sm,2,adaptativa,0,2.1232876712328768,0.6
True,205,73,0.6960543100283642,2.220446049250313e-16,36.897085206338346,251.0,600.0,0.0,156.0,106.00170210216794,43,17,3,0,0.2833333333333333,0.3333333333333333,358.0,0.2284511061531139,0.2960941399501898,0.1030644838165875,0.1229715693642611,39,0,0,156,21,156,4,26,152,0.794910294566222,0.2433201962422982,8,60,0,0,152,0,0.794910294566222,nenhuma,106.00170210216794,0.0,115,0,terminal,0.25,j6010_9.sm,3,centralizada,0,2.808219178082192,0.65
True,157,73,0.6506438694053966,0.0,5.0,339.0,467.0,111.0,58.0,81.75055750049077,57,3,14,0,0.05,0.2833333333333333,358.0,0.1859021122455303,0.2283535125712032,0.0139664804469273,0.1138982849211299,39,0,111,58,21,169,6,8,0,0.794910294566222,0.2433201962422982,8,60,163,52,0,111,0.794910294566222,nenhuma,81.75055750049077,0.0,89,0,terminal,0.8916666666666666,j6010_9.sm,3,adaptativa,0,2.150684931506849,0.65
True,223,73,0.6926751160012176,2.664535259100376e-15,48.68073570853705,220.0,603.0,0.0,138.0,129.53798537053277,38,22,2,0,0.3666666666666666,0.4,358.0,0.2656982414859077,0.361837947962382,0.1359797086830644,0.1488022206353197,42,0,0,138,18,138,0,28,138,0.7496468789669437,0.3530323246498424,12,60,0,0,138,0,0.7496468789669437,nenhuma,129.5379853705328,0.0,140,0,terminal,0.25,j6010_9.sm,4,centralizada,0,3.054794520547945,0.7
True,172,73,0.6492085494770227,0.0,14.245024775390643,329.0,479.0,84.0,64.0,110.8214602778474,57,3,16,0,0.05,0.3166666666666666,358.0,0.2363830789916677,0.3095571516140989,0.0397905719982978,0.1502009174904108,36,0,84,64,24,148,7,20,0,0.7496468789669437,0.3530323246498424,12,60,141,57,0,84,0.7496468789669437,nenhuma,110.8214602778474,0.0,117,0,terminal,0.8833333333333333,j6010_9.sm,4,adaptativa,0,2.356164383561644,0.6
