canto,celula,arquivo,semente,cenario,campo,linha_referencia,texto_exato,tipo,referencia,obtido,hex_referencia,hex_obtido,delta
00,2,j6010_1.sm,3,adaptativa,competencia_minima_inicial,73,0.24332019624229823,numero,0.24332019624229823,0.24332019624229825,0x1.f251dbea89292p-3,0x1.f251dbea89293p-3,2.7755575615628914e-17
00,2,j6021_1.sm,3,adaptativa,competencia_minima_inicial,81,0.24332019624229823,numero,0.24332019624229823,0.24332019624229825,0x1.f251dbea89292p-3,0x1.f251dbea89293p-3,2.7755575615628914e-17
00,2,j6032_1.sm,3,adaptativa,competencia_minima_inicial,89,0.24332019624229823,numero,0.24332019624229823,0.24332019624229825,0x1.f251dbea89292p-3,0x1.f251dbea89293p-3,2.7755575615628914e-17
00,2,j6043_1.sm,3,adaptativa,competencia_minima_inicial,97,0.24332019624229823,numero,0.24332019624229823,0.24332019624229825,0x1.f251dbea89292p-3,0x1.f251dbea89293p-3,2.7755575615628914e-17
00,3,j6010_1.sm,3,centralizada,competencia_minima_inicial,104,0.24332019624229823,numero,0.24332019624229823,0.24332019624229825,0x1.f251dbea89292p-3,0x1.f251dbea89293p-3,2.7755575615628914e-17
00,3,j6021_1.sm,3,centralizada,competencia_minima_inicial,112,0.24332019624229823,numero,0.24332019624229823,0.24332019624229825,0x1.f251dbea89292p-3,0x1.f251dbea89293p-3,2.7755575615628914e-17
00,3,j6032_1.sm,3,centralizada,competencia_minima_inicial,120,0.24332019624229823,numero,0.24332019624229823,0.24332019624229825,0x1.f251dbea89292p-3,0x1.f251dbea89293p-3,2.7755575615628914e-17
00,3,j6043_1.sm,3,centralizada,competencia_minima_inicial,128,0.24332019624229823,numero,0.24332019624229823,0.24332019624229825,0x1.f251dbea89292p-3,0x1.f251dbea89293p-3,2.7755575615628914e-17
00,7,j6010_1.sm,3,adaptativa,competencia_minima_inicial,233,0.24332019624229823,numero,0.24332019624229823,0.24332019624229825,0x1.f251dbea89292p-3,0x1.f251dbea89293p-3,2.7755575615628914e-17
00,7,j6021_1.sm,3,adaptativa,competencia_minima_inicial,241,0.24332019624229823,numero,0.24332019624229823,0.24332019624229825,0x1.f251dbea89292p-3,0x1.f251dbea89293p-3,2.7755575615628914e-17
00,7,j6032_1.sm,3,adaptativa,competencia_minima_inicial,249,0.24332019624229823,numero,0.24332019624229823,0.24332019624229825,0x1.f251dbea89292p-3,0x1.f251dbea89293p-3,2.7755575615628914e-17
00,7,j6043_1.sm,3,adaptativa,competencia_minima_inicial,257,0.24332019624229823,numero,0.24332019624229823,0.24332019624229825,0x1.f251dbea89292p-3,0x1.f251dbea89293p-3,2.7755575615628914e-17
00,8,j6010_1.sm,3,adaptativa,competencia_minima_inicial,265,0.24332019624229823,numero,0.24332019624229823,0.24332019624229825,0x1.f251dbea89292p-3,0x1.f251dbea89293p-3,2.7755575615628914e-17
00,8,j6021_1.sm,3,adaptativa,competencia_minima_inicial,273,0.24332019624229823,numero,0.24332019624229823,0.24332019624229825,0x1.f251dbea89292p-3,0x1.f251dbea89293p-3,2.7755575615628914e-17
00,8,j6032_1.sm,3,adaptativa,competencia_minima_inicial,281,0.24332019624229823,numero,0.24332019624229823,0.24332019624229825,0x1.f251dbea89292p-3,0x1.f251dbea89293p-3,2.7755575615628914e-17
00,8,j6043_1.sm,3,adaptativa,competencia_minima_inicial,289,0.24332019624229823,numero,0.24332019624229823,0.24332019624229825,0x1.f251dbea89292p-3,0x1.f251dbea89293p-3,2.7755575615628914e-17
00,9,j6010_1.sm,3,centralizada,competencia_minima_inicial,296,0.24332019624229823,numero,0.24332019624229823,0.24332019624229825,0x1.f251dbea89292p-3,0x1.f251dbea89293p-3,2.7755575615628914e-17
00,9,j6021_1.sm,3,centralizada,competencia_minima_inicial,304,0.24332019624229823,numero,0.24332019624229823,0.24332019624229825,0x1.f251dbea89292p-3,0x1.f251dbea89293p-3,2.7755575615628914e-17
00,9,j6032_1.sm,3,centralizada,competencia_minima_inicial,312,0.24332019624229823,numero,0.24332019624229823,0.24332019624229825,0x1.f251dbea89292p-3,0x1.f251dbea89293p-3,2.7755575615628914e-17
00,9,j6043_1.sm,3,centralizada,competencia_minima_inicial,320,0.24332019624229823,numero,0.24332019624229823,0.24332019624229825,0x1.f251dbea89292p-3,0x1.f251dbea89293p-3,2.7755575615628914e-17
00,10,j6010_1.sm,3,centralizada,competencia_minima_inicial,328,0.24332019624229823,numero,0.24332019624229823,0.24332019624229825,0x1.f251dbea89292p-3,0x1.f251dbea89293p-3,2.7755575615628914e-17
00,10,j6021_1.sm,3,centralizada,competencia_minima_inicial,336,0.24332019624229823,numero,0.24332019624229823,0.24332019624229825,0x1.f251dbea89292p-3,0x1.f251dbea89293p-3,2.7755575615628914e-17
00,10,j6032_1.sm,3,centralizada,competencia_minima_inicial,344,0.24332019624229823,numero,0.24332019624229823,0.24332019624229825,0x1.f251dbea89292p-3,0x1.f251dbea89293p-3,2.7755575615628914e-17
00,10,j6043_1.sm,3,centralizada,competencia_minima_inicial,352,0.24332019624229823,numero,0.24332019624229823,0.24332019624229825,0x1.f251dbea89292p-3,0x1.f251dbea89293p-3,2.7755575615628914e-17
00,11,j6010_1.sm,3,adaptativa,competencia_minima_inicial,361,0.24332019624229823,numero,0.24332019624229823,0.24332019624229825,0x1.f251dbea89292p-3,0x1.f251dbea89293p-3,2.7755575615628914e-17
00,11,j6021_1.sm,3,adaptativa,competencia_minima_inicial,369,0.24332019624229823,numero,0.24332019624229823,0.24332019624229825,0x1.f251dbea89292p-3,0x1.f251dbea89293p-3,2.7755575615628914e-17
00,11,j6032_1.sm,3,adaptativa,competencia_minima_inicial,377,0.24332019624229823,numero,0.24332019624229823,0.24332019624229825,0x1.f251dbea89292p-3,0x1.f251dbea89293p-3,2.7755575615628914e-17
00,11,j6043_1.sm,3,adaptativa,competencia_minima_inicial,385,0.24332019624229823,numero,0.24332019624229823,0.24332019624229825,0x1.f251dbea89292p-3,0x1.f251dbea89293p-3,2.7755575615628914e-17
