concluiu,makespan,makespan_cpm,E_total,S_UR_final,S_UR_maximo,S_PV_final,TW,TL,TU,TR,n_limpas,n_com_erro,n_reportadas,n_adiamentos,taxa_omissao,taxa_falha_efetiva,E_plano,retrabalho_sobre_esforco_total,retrabalho_sobre_plano,divida_latente_sobre_plano,retrabalho_sobre_esforco_realizado,p1_omissao,p1_fuga,p2_ajuda,p2_bloqueio,p3_analitica,hiato_encontrado,hiato_sem_colega_capaz,hiato_sem_colega_livre,hiato_colega_capaz_sem_confianca,competencia_maxima_inicial,competencia_minima_inicial,tarefas_acima_da_competencia_maxima_inicial,n_tarefas,N_req,N_fail,N_blocked,N_success,competencia_maxima_final,ablacoes,retrabalho_gerado,retrabalho_pendente,ocupacao_retrabalho,extensoes_horizonte,motivo_termino,confianca_media_final,arquivo,semente,cenario,s_portoes,violacoes,atraso_relativo,fracao_porta1,fracao_fuga
True,262,76,0.4816818752037138,0.0,34.80145392736368,213.0,463.0,216.0,191.0,91.21532454213092,42,18,1,10,0.3,0.31666666666666665,332.0,0.21552935173322266,0.27474495344015337,0.10482365640772193,0.09489582845090488,17,10,216,181,43,397,47,0,49,0.6268507180531939,0.4857196752206667,18,60,301,85,49,216,0.6268507180531939,nenhuma,91.21532454213093,0.0,98,0,terminal,0.9883333333333333,j6021_1.sm,0,centralizada,1.0,0,3.4473684210526314,0.2833333333333333,0.14285714285714285
True,297,76,0.5221549231101673,0.0,41.20461398589608,205.0,462.0,175.0,153.0,94.7948751457516,41,19,1,16,0.31666666666666665,0.3333333333333333,332.0,0.2221087474712036,0.2855267323667217,0.12411028309004844,0.10713768559083948,16,16,175,137,44,312,49,0,41,0.6586427040007742,0.39362113220747674,17,60,222,47,41,175,0.6586427040007742,nenhuma,94.7948751457516,0.0,103,0,terminal,0.8862006324534958,j6021_1.sm,1,centralizada,1.0,0,3.9078947368421053,0.26666666666666666,0.21052631578947367
True,262,76,0.5870462705777858,0.0,36.05292048084545,213.0,469.0,127.0,105.0,97.91487861493151,40,20,1,23,0.3333333333333333,0.35,332.0,0.22775410548801323,0.29492433317750455,0.10859313397845015,0.12255983864599604,24,23,127,82,36,209,19,0,19,0.7659648859265082,0.2570239140832174,6,60,171,44,19,127,0.7659648859265082,nenhuma,97.91487861493152,0.0,107,0,terminal,0.8716666666666667,j6021_1.sm,2,centralizada,1.0,0,3.4473684210526314,0.4,0.27710843373493976
True,228,69,0.5086718835951763,0.0,25.358451866385735,214.0,497.0,188.0,187.0,105.05419943268302,38,22,3,11,0.36666666666666664,0.4166666666666667,337.0,0.2376500428397828,0.31173352947383687,0.07524763165099625,0.10752136318914725,18,11,188,176,42,364,28,10,45,0.6268507180531939,0.4857196752206667,14,60,291,103,45,188,0.6268507180531939,nenhuma,105.05419943268302,0.0,115,0,terminal,0.9718531996684896,j6032_1.sm,0,centralizada,1.0,0,3.3043478260869565,0.3,0.15492957746478872
True,243,69,0.5619794240853843,0.0,40.14806279468655,261.0,501.0,153.0,176.0,61.491713981116575,49,11,2,5,0.18333333333333332,0.21666666666666667,337.0,0.1543111483217202,0.18246799400924799,0.1191337174916515,0.06897620361104005,11,5,153,171,49,324,27,12,44,0.6586427040007742,0.39362113220747674,13,60,253,100,44,153,0.6586427040007742,nenhuma,61.491713981116575,0.0,68,0,terminal,0.8650000000000001,j6032_1.sm,1,centralizada,1.0,0,3.5217391304347827,0.18333333333333332,0.07692307692307693
True,278,108,0.3834649291968073,0.0,22.27186543167696,225.0,449.0,389.0,264.0,68.90238458171451,41,19,2,4,0.31666666666666665,0.35,334.0,0.17101508260678985,0.20629456461591172,0.06668223183136815,0.058845541258615464,9,4,389,260,51,649,66,1,66,0.6268507180531939,0.4857196752206667,21,60,517,128,66,389,0.6268507180531939,nenhuma,68.90238458171451,0.0,78,0,terminal,0.9866666666666667,j6043_1.sm,0,centralizada,1.0,0,2.574074074074074,0.15,0.0625
True,279,108,0.41821052311697166,0.0,18.524829711855702,238.0,435.0,303.0,253.0,49.14599335735119,45,15,0,7,0.25,0.25,334.0,0.12826962622447127,0.1471436926866802,0.05546356201154402,0.04724913009443921,5,7,303,246,55,549,62,0,73,0.6586427040007742,0.39362113220747674,20,60,414,111,73,303,0.6586427040007742,nenhuma,49.14599335735119,0.0,55,0,terminal,0.8733333333333334,j6043_1.sm,1,centralizada,1.0,0,2.5833333333333335,0.08333333333333333,0.1044776119402985
True,226,85,0.5000727323627333,4.440892098500626e-16,28.945576074051466,250.0,459.0,215.0,176.0,67.86648280406384,48,12,4,11,0.2,0.26666666666666666,323.0,0.1736308580802115,0.21011294985778278,0.08961478660697049,0.07393938451345677,18,11,215,165,42,380,48,1,47,0.6268507180531939,0.4857196752206667,16,60,285,70,47,215,0.6268507180531939,nenhuma,67.86648280406382,0.0,75,0,terminal,0.9983333333333334,j6010_1.sm,0,centralizada,1.0,0,2.6588235294117646,0.3,0.15492957746478872
True,215,85,0.4827551545756901,7.105427357601002e-15,44.174645751352145,172.0,454.0,190.0,190.0,106.43532357315998,37,23,2,11,0.38333333333333336,0.4166666666666667,323.0,0.24784948449874622,0.3295211256134984,0.13676360913731314,0.11317665436976748,17,11,190,179,43,369,34,8,42,0.6586427040007742,0.39362113220747674,14,60,293,103,42,190,0.6586427040007742,nenhuma,106.43532357315999,0.0,115,0,terminal,0.8642125570986039,j6010_1.sm,1,centralizada,1.0,0,2.5294117647058822,0.2833333333333333,0.15492957746478872
True,239,85,0.51144314476396,0.0,33.562415236473655,243.0,445.0,192.0,170.0,63.08693841301811,46,14,2,7,0.23333333333333334,0.26666666666666666,323.0,0.16340086166170842,0.19531559880191365,0.103908406304872,0.07250647679884102,14,7,192,163,46,355,29,14,38,0.7659648859265082,0.2570239140832174,4,60,288,96,38,192,0.7659648859265082,nenhuma,63.08693841301811,0.0,69,0,terminal,0.8524630967755744,j6010_1.sm,2,centralizada,1.0,0,2.8117647058823527,0.23333333333333334,0.1044776119402985
True,269,85,0.4876403275652237,1.7763568394002505e-15,37.13372124724408,199.0,463.0,190.0,181.0,115.47028337821799,43,17,4,17,0.2833333333333333,0.35,323.0,0.26334802552312314,0.35749313739386374,0.11496508126081759,0.12161547907257758,20,17,190,164,40,354,20,12,39,0.794910294566222,0.24332019624229823,3,60,295,105,39,190,0.794910294566222,nenhuma,115.47028337821799,0.0,123,0,terminal,0.8470697342313637,j6010_1.sm,3,centralizada,1.0,0,3.164705882352941,0.3333333333333333,0.22077922077922077
True,288,76,0.3889495165135463,2.6645352591003757e-15,17.55816909223097,243.0,460.0,372.0,282.0,68.67276463879907,46,14,2,8,0.23333333333333334,0.26666666666666666,332.0,0.17139364264178675,0.20684567662288875,0.0528860514826234,0.05806573609545534,11,8,372,274,49,646,75,0,82,0.6268507180531939,0.4857196752206667,18,60,489,117,82,372,0.6268507180531939,nenhuma,68.67276463879905,0.0,73,0,terminal,0.9916666666666666,j6021_1.sm,0,centralizada,1.0,0,3.789473684210526,0.18333333333333332,0.11764705882352941
True,319,76,0.5241339104912534,0.0,50.09853028372174,186.0,467.0,180.0,137.0,106.9936767157393,40,20,0,11,0.3333333333333333,0.3333333333333333,332.0,0.24372486983456187,0.3222701105895762,0.1508991876015715,0.12008354213031562,14,11,180,126,46,306,45,0,36,0.6586427040007742,0.39362113220747674,17,60,225,45,36,180,0.6586427040007742,nenhuma,106.9936767157393,0.0,114,0,terminal,0.8978672991201625,j6021_1.sm,1,centralizada,1.0,0,4.197368421052632,0.23333333333333334,0.15492957746478872
True,267,76,0.6181438004515136,3.552713678800501e-15,35.35074805499924,201.0,478.0,107.0,87.0,101.28285044815186,41,19,2,12,0.31666666666666665,0.35,332.0,0.2337568873159722,0.30506882665105983,0.10647815679216638,0.13097775334013154,19,12,107,75,41,182,19,0,18,0.7659648859265082,0.2570239140832174,6,60,145,38,18,107,0.7659648859265082,nenhuma,101.28285044815186,0.0,110,0,terminal,0.875,j6021_1.sm,2,centralizada,1.0,0,3.513157894736842,0.31666666666666665,0.16666666666666666
True,197,69,0.4768397844793361,0.0,24.73510846658977,273.0,481.0,242.0,221.0,64.72455624734924,49,11,3,7,0.18333333333333332,0.23333333333333334,337.0,0.1611167533594763,0.19206099776661495,0.07339794797207648,0.06416474730042969,8,7,242,214,52,456,36,6,54,0.6268507180531939,0.4857196752206667,14,60,366,124,54,242,0.6268507180531939,nenhuma,64.72455624734924,0.0,70,0,terminal,0.975,j6032_1.sm,0,centralizada,1.0,0,2.8550724637681157,0.13333333333333333,0.1044776119402985
True,220,69,0.5200309370963542,0.0,15.625046362958454,302.0,490.0,210.0,212.0,30.251633596964517,55,5,3,1,0.08333333333333333,0.13333333333333333,337.0,0.08237304025218789,0.08976745874470184,0.04636512273874912,0.032105684424744915,4,1,210,211,56,421,39,9,51,0.6586427040007742,0.39362113220747674,13,60,331,121,51,210,0.6586427040007742,nenhuma,30.251633596964517,0.0,33,0,terminal,0.86,j6032_1.sm,1,centralizada,1.0,0,3.1884057971014492,0.06666666666666667,0.01639344262295082
True,332,108,0.30083717301159824,0.0,16.02955422767954,242.0,446.0,586.0,390.0,60.52955422767954,46,14,2,0,0.23333333333333334,0.26666666666666666,334.0,0.15342210381721735,0.1812262102625136,0.047992677328381854,0.04082856497198957,2,0,586,390,58,976,114,0,102,0.6268507180531939,0.4857196752206667,21,60,760,174,102,586,0.6268507180531939,nenhuma,60.52955422767954,0.0,65,0,terminal,0.9833333333333334,j6043_1.sm,0,centralizada,1.0,0,3.074074074074074,0.03333333333333333,0.0
True,279,108,0.35461569743798294,0.0,10.0,271.0,436.0,437.0,325.0,31.5,49,11,0,0,0.18333333333333332,0.18333333333333332,334.0,0.08618331053351573,0.09431137724550898,0.029940119760479042,0.025620170801138674,1,0,437,325,59,762,92,0,93,0.6586427040007742,0.39362113220747674,20,60,577,140,93,437,0.6586427040007742,nenhuma,31.5,0.0,34,0,terminal,0.8785062388981402,j6043_1.sm,1,centralizada,1.0,0,2.5833333333333335,0.016666666666666666,0.0
