concluiu,makespan,makespan_cpm,E_total,S_UR_final,S_UR_maximo,S_PV_final,TW,TL,TU,TR,n_limpas,n_com_erro,n_reportadas,n_adiamentos,taxa_omissao,taxa_falha_efetiva,E_plano,retrabalho_sobre_esforco_total,retrabalho_sobre_plano,divida_latente_sobre_plano,retrabalho_sobre_esforco_realizado,p1_omissao,p1_fuga,p2_ajuda,p2_bloqueio,p3_analitica,hiato_encontrado,hiato_sem_colega_capaz,hiato_sem_colega_livre,hiato_colega_capaz_sem_confianca,competencia_maxima_inicial,competencia_minima_inicial,tarefas_acima_da_competencia_maxima_inicial,n_tarefas,N_req,N_fail,N_blocked,N_success,competencia_maxima_final,ablacoes,retrabalho_gerado,retrabalho_pendente,ocupacao_retrabalho,extensoes_horizonte,motivo_termino,confianca_media_final,arquivo,semente,cenario,s_portoes,violacoes,atraso_relativo,fracao_porta1,fracao_fuga
True,182,85,0.7267192592249373,0.0,19.3339423378299,278.0,493.0,19.0,130.0,36.39126835003075,52,8,3,6,0.13333333333333333,0.18333333333333332,323.0,0.1012580759602298,0.11266646547997136,0.05985740661866842,0.05364347987340822,32,6,19,124,28,143,11,2,101,0.6268507180531939,0.4857196752206667,16,60,31,12,101,19,0.6268507180531939,nenhuma,36.39126835003075,0.0,41,0,terminal,0.42085653119912037,j6010_1.sm,0,centralizada,0.1,0,2.1411764705882352,0.5333333333333333,0.09090909090909091
True,125,85,0.6234203875315922,0.0,2.5,318.0,370.0,143.0,54.0,26.5,59,1,6,0,0.016666666666666666,0.11666666666666667,323.0,0.07582260371959942,0.08204334365325078,0.007739938080495356,0.04465037910699242,14,0,143,54,46,197,26,3,0,0.6268507180531939,0.4857196752206667,16,60,171,28,0,143,0.6268507180531939,nenhuma,26.5,0.0,28,0,terminal,0.9983333333333334,j6010_1.sm,0,adaptativa,0.1,0,1.4705882352941178,0.23333333333333334,0.0
True,220,85,0.7826706334216472,4.440892098500626e-15,18.76529820781689,229.0,511.0,1.0,68.0,72.89277274404846,44,16,2,3,0.26666666666666666,0.3,323.0,0.18412251438390087,0.22567421902182186,0.058096898476213285,0.11164585639030253,30,3,1,65,30,66,7,10,53,0.6586427040007742,0.39362113220747674,14,60,6,5,53,1,0.6586427040007742,nenhuma,72.89277274404847,0.0,80,0,terminal,0.2495102481979958,j6010_1.sm,1,centralizada,0.1,0,2.588235294117647,0.5,0.047619047619047616
True,123,85,0.6852080146252651,0.0,6.190084017686869,315.0,359.0,93.0,39.0,32.92848936002933,59,1,9,0,0.016666666666666666,0.16666666666666666,323.0,0.09251434022389103,0.10194578749235088,0.019164346803984114,0.06284920562394113,16,0,93,39,44,132,21,1,0,0.6586427040007742,0.39362113220747674,14,60,111,18,0,93,0.6586427040007742,nenhuma,32.92848936002933,0.0,35,0,terminal,0.9633333333333334,j6010_1.sm,1,adaptativa,0.1,0,1.4470588235294117,0.26666666666666666,0.0
True,249,85,0.7237791956873723,0.0,33.085520110904326,236.0,517.0,4.0,128.0,65.30624571766768,45,15,3,14,0.25,0.3,323.0,0.1681823211392561,0.20218651924974512,0.10243195080775333,0.09142611605202207,33,14,4,114,27,118,8,11,98,0.7659648859265082,0.2570239140832174,4,60,12,8,98,4,0.7659648859265082,nenhuma,65.30624571766768,0.0,74,0,terminal,0.2721142341911775,j6010_1.sm,2,centralizada,0.1,0,2.929411764705882,0.55,0.1891891891891892
True,139,85,0.6737624614232139,0.0,2.5,309.0,405.0,82.0,51.0,63.102054787236355,57,3,13,4,0.05,0.26666666666666666,323.0,0.16343361555537197,0.195362398722094,0.007739938080495356,0.10497727346743424,23,4,82,47,37,129,8,12,0,0.7659648859265082,0.2570239140832174,4,60,121,39,0,82,0.7659648859265082,nenhuma,63.102054787236355,0.0,68,0,terminal,0.9249999999999999,j6010_1.sm,2,adaptativa,0.1,0,1.6352941176470588,0.38333333333333336,0.0625
True,203,85,0.6715217542207422,0.0,30.60191284603837,228.0,502.0,24.0,142.0,79.55582651605783,44,16,4,5,0.26666666666666666,0.3333333333333333,323.0,0.1976268166444844,0.2463028684707673,0.09474276422922095,0.10642125135566574,31,5,24,137,29,161,4,5,111,0.794910294566222,0.24332019624229823,3,60,46,22,111,24,0.794910294566222,nenhuma,79.55582651605783,0.0,88,0,terminal,0.4041626860268897,j6010_1.sm,3,centralizada,0.1,0,2.388235294117647,0.5166666666666667,0.07692307692307693
True,153,85,0.6222412762747409,0.0,7.367529266368452,304.0,408.0,117.0,65.0,65.6942066630983,56,4,16,4,0.06666666666666667,0.3333333333333333,323.0,0.16901256961629718,0.2033876367278585,0.02280968813117168,0.1001903112693698,28,4,117,61,32,178,3,11,0,0.794910294566222,0.24332019624229823,3,60,175,58,0,117,0.794910294566222,nenhuma,65.6942066630983,0.0,73,0,terminal,0.87,j6010_1.sm,3,adaptativa,0.1,0,1.8,0.4666666666666667,0.0625
True,223,85,0.6956086576781023,0.0,31.366278801632344,237.0,496.0,17.0,146.0,54.04460421124808,45,15,1,9,0.25,0.26666666666666666,323.0,0.14333742906706157,0.16732075607197547,0.09710922229607537,0.07579414231881168,26,9,17,137,34,154,9,6,91,0.7496468789669437,0.35303232464984247,6,60,54,37,91,17,0.7496468789669437,nenhuma,54.044604211248085,0.0,61,0,terminal,0.35926998368936514,j6010_1.sm,4,centralizada,0.1,0,2.623529411764706,0.43333333333333335,0.13043478260869565
True,169,85,0.5769621935650517,0.0,10.183915142787258,281.0,396.0,174.0,61.0,55.35346373930392,55,5,7,3,0.08333333333333333,0.2,323.0,0.1463009303317598,0.17137295275326292,0.03152914904887696,0.08064862591023318,25,3,174,58,35,232,8,5,0,0.7496468789669437,0.35303232464984247,6,60,224,50,0,174,0.7496468789669437,nenhuma,55.353463739303926,0.0,60,0,terminal,0.9183333333333333,j6010_1.sm,4,adaptativa,0.1,0,1.988235294117647,0.4166666666666667,0.047619047619047616
