concluiu,makespan,makespan_cpm,E_total,S_UR_final,S_UR_maximo,S_PV_final,TW,TL,TU,TR,n_limpas,n_com_erro,n_reportadas,n_adiamentos,taxa_omissao,taxa_falha_efetiva,E_plano,retrabalho_sobre_esforco_total,retrabalho_sobre_plano,divida_latente_sobre_plano,retrabalho_sobre_esforco_realizado,p1_omissao,p1_fuga,p2_ajuda,p2_bloqueio,p3_analitica,hiato_encontrado,hiato_sem_colega_capaz,hiato_sem_colega_livre,hiato_colega_capaz_sem_confianca,competencia_maxima_inicial,competencia_minima_inicial,tarefas_acima_da_competencia_maxima_inicial,n_tarefas,N_req,N_fail,N_blocked,N_success,competencia_maxima_final,ablacoes,retrabalho_gerado,retrabalho_pendente,ocupacao_retrabalho,extensoes_horizonte,motivo_termino,confianca_media_final,arquivo,semente,cenario,s_portoes,violacoes,atraso_relativo,fracao_porta1,fracao_fuga
True,174,85,0.689350549714268,0.0,18.788751726143623,274.0,437.0,67.0,84.0,45.930008732326506,51,9,2,10,0.15,0.18333333333333332,323.0,0.1244951824064021,0.14219816944992728,0.05816950998806075,0.07245280724945173,22,10,67,74,38,141,15,2,22,0.6268507180531939,0.4857196752206667,16,60,104,37,22,67,0.6268507180531939,nenhuma,45.930008732326506,0.0,51,0,terminal,0.8032001432783019,j6010_1.sm,0,centralizada,0.5,0,2.0470588235294116,0.36666666666666664,0.14285714285714285
True,124,85,0.7256593552865995,0.0,4.735744232597619,303.0,400.0,74.0,53.0,24.22282526354227,56,4,3,11,0.06666666666666667,0.11666666666666667,323.0,0.06976161559988786,0.0749932670697903,0.014661746850147426,0.043943799409905095,19,11,74,42,41,116,6,2,3,0.6268507180531939,0.4857196752206667,16,60,107,33,3,74,0.6268507180531939,nenhuma,24.222825263542273,0.0,26,0,terminal,0.975,j6010_1.sm,0,adaptativa,0.5,0,1.4588235294117646,0.31666666666666665,0.15492957746478872
True,182,85,0.6948676653971451,0.0,16.760664720693576,255.0,447.0,60.0,88.0,48.28795576424094,47,13,2,12,0.21666666666666667,0.25,323.0,0.13005527115698481,0.14949831505956948,0.05189060285044451,0.07506429326330809,21,12,60,76,39,136,21,2,19,0.6586427040007742,0.39362113220747674,14,60,96,36,19,60,0.6586427040007742,nenhuma,48.28795576424094,0.0,54,0,terminal,0.7244485877623531,j6010_1.sm,1,centralizada,0.5,0,2.1411764705882352,0.35,0.16666666666666666
True,131,85,0.632841319934147,0.0,4.0,309.0,366.0,100.0,74.0,38.34403107256912,58,2,11,8,0.03333333333333333,0.21666666666666667,323.0,0.10611502550285229,0.11871217050330998,0.01238390092879257,0.06629969190043877,15,8,100,66,45,166,17,7,9,0.6586427040007742,0.39362113220747674,14,60,140,40,9,100,0.6586427040007742,nenhuma,38.34403107256912,0.0,40,0,terminal,0.9616666666666666,j6010_1.sm,1,adaptativa,0.5,0,1.5411764705882354,0.25,0.11764705882352941
True,306,85,0.6857572282861618,5.329070518200751e-15,25.629475983184054,230.0,446.0,50.0,82.0,72.37593714416857,46,14,3,18,0.23333333333333334,0.2833333333333333,323.0,0.1830559989739023,0.22407410880547546,0.07934822285815497,0.11128323329730606,26,18,50,64,34,114,10,20,13,0.7659648859265082,0.2570239140832174,4,60,91,41,13,50,0.7659648859265082,nenhuma,72.37593714416857,0.0,78,0,terminal,0.6948751316985979,j6010_1.sm,2,centralizada,0.5,0,3.6,0.43333333333333335,0.23076923076923078
True,149,85,0.6272331072488785,0.0,5.097194256177913,308.0,410.0,85.0,73.0,85.66447539465887,58,2,19,12,0.03333333333333333,0.35,323.0,0.20962055806766725,0.26521509410111105,0.015780787170829452,0.13105267093326092,25,12,85,61,35,146,12,19,2,0.7659648859265082,0.2570239140832174,4,60,132,47,2,85,0.7659648859265082,nenhuma,85.66447539465887,0.0,94,0,terminal,0.9249999999999999,j6010_1.sm,2,adaptativa,0.5,0,1.7529411764705882,0.4166666666666667,0.16666666666666666
True,202,85,0.6120512080324543,0.0,31.419752901331794,223.0,425.0,91.0,105.0,73.386342878461,43,17,2,7,0.2833333333333333,0.31666666666666665,323.0,0.18513842415847948,0.22720229993331578,0.09727477678430896,0.10568517602787282,23,7,91,98,37,189,3,20,24,0.794910294566222,0.24332019624229823,3,60,162,71,24,91,0.794910294566222,nenhuma,73.386342878461,0.0,78,0,terminal,0.7131648960777808,j6010_1.sm,3,centralizada,0.5,0,2.376470588235294,0.38333333333333336,0.1044776119402985
True,142,85,0.5990867453393369,0.0,5.5,311.0,384.0,117.0,92.0,47.975623292238446,57,3,12,8,0.05,0.25,323.0,0.12932284570742628,0.14853134146203853,0.017027863777089782,0.07484781253586775,21,8,117,84,39,201,3,10,9,0.794910294566222,0.24332019624229823,3,60,189,72,9,117,0.794910294566222,nenhuma,47.975623292238446,0.0,54,0,terminal,0.9066833744775377,j6010_1.sm,3,adaptativa,0.5,0,1.6705882352941177,0.35,0.11764705882352941
True,154,85,0.6862261063363577,8.881784197001252e-16,23.592030549261374,261.0,438.0,59.0,101.0,40.27358935439827,49,11,1,18,0.18333333333333332,0.2,323.0,0.11086297086989338,0.12468603515293582,0.07304034225777516,0.0630976904357491,21,18,59,83,39,142,8,7,13,0.7496468789669437,0.35303232464984247,6,60,121,62,13,59,0.7496468789669437,nenhuma,40.27358935439827,0.0,46,0,terminal,0.6591829918899932,j6010_1.sm,4,centralizada,0.5,0,1.811764705882353,0.35,0.23076923076923078
True,153,85,0.5780142262924017,0.0,12.300968710476042,284.0,398.0,126.0,99.0,65.56436726985088,55,5,10,18,0.08333333333333333,0.25,323.0,0.1687348938620448,0.20298565718220085,0.038083494459678145,0.09521893723576312,22,18,126,81,38,207,8,2,3,0.7496468789669437,0.35303232464984247,6,60,196,70,3,126,0.7496468789669437,nenhuma,65.56436726985086,0.0,72,0,terminal,0.96,j6010_1.sm,4,adaptativa,0.5,0,1.8,0.36666666666666664,0.23076923076923078
