concluiu,makespan,makespan_cpm,E_total,S_UR_final,S_UR_maximo,S_PV_final,TW,TL,TU,TR,n_limpas,n_com_erro,n_reportadas,n_adiamentos,taxa_omissao,taxa_falha_efetiva,E_plano,retrabalho_sobre_esforco_total,retrabalho_sobre_plano,divida_latente_sobre_plano,retrabalho_sobre_esforco_realizado,p1_omissao,p1_fuga,p2_ajuda,p2_bloqueio,p3_analitica,hiato_encontrado,hiato_sem_colega_capaz,hiato_sem_colega_livre,hiato_colega_capaz_sem_confianca,competencia_maxima_inicial,competencia_minima_inicial,tarefas_acima_da_competencia_maxima_inicial,n_tarefas,N_req,N_fail,N_blocked,N_success,competencia_maxima_final,ablacoes,retrabalho_gerado,retrabalho_pendente,ocupacao_retrabalho,extensoes_horizonte,motivo_termino,confianca_media_final,arquivo,semente,cenario,s_portoes,violacoes,atraso_relativo,fracao_porta1,fracao_fuga
True,185,85,0.6142226462996875,0.0,38.164657415643035,232.0,415.0,92.0,109.0,59.65076361172774,45,15,0,29,0.25,0.25,323.0,0.1558882649251808,0.1846772867236153,0.118156834104158,0.08828638525154824,22,29,92,80,38,172,28,4,22,0.6268507180531939,0.4857196752206667,16,60,122,30,22,92,0.6268507180531939,nenhuma,59.65076361172775,0.0,66,0,terminal,0.8934154796807839,j6010_1.sm,0,centralizada,1.0,0,2.176470588235294,0.36666666666666664,0.3258426966292135
True,147,85,0.5895802759600725,0.0,9.712690460733983,296.0,383.0,110.0,101.0,55.61467609533383,57,3,12,18,0.05,0.25,323.0,0.14688991105387117,0.17218165973787564,0.030070249104439575,0.08561179133085368,18,18,110,83,42,193,20,3,16,0.6268507180531939,0.4857196752206667,16,60,157,47,16,110,0.6268507180531939,nenhuma,55.61467609533383,0.0,60,0,terminal,0.9966666666666667,j6010_1.sm,0,adaptativa,1.0,0,1.7294117647058824,0.3,0.23076923076923078
True,208,85,0.6345532741075581,0.0,34.2801480838246,229.0,438.0,88.0,102.0,62.2493736495292,46,14,1,22,0.23333333333333334,0.25,323.0,0.16158202428684276,0.1927225190387901,0.10613048942360558,0.09018389009235961,21,22,88,80,39,168,15,7,24,0.6586427040007742,0.39362113220747674,14,60,129,41,24,88,0.6586427040007742,nenhuma,62.249373649529204,0.0,68,0,terminal,0.8042126885440531,j6010_1.sm,1,centralizada,1.0,0,2.447058823529412,0.35,0.2682926829268293
True,119,85,0.7079665846063419,0.0,5.0,309.0,370.0,63.0,47.0,42.623536258755735,57,3,11,4,0.05,0.23333333333333334,323.0,0.11657765989274442,0.13196141256580723,0.015479876160990712,0.08155686321339425,19,4,63,43,41,106,7,3,4,0.6586427040007742,0.39362113220747674,14,60,95,32,4,63,0.6586427040007742,nenhuma,42.623536258755735,0.0,45,0,terminal,0.9533333333333333,j6010_1.sm,1,adaptativa,1.0,0,1.4,0.31666666666666665,0.0625
True,284,85,0.6598303328028899,0.0,27.68900698652785,251.0,427.0,82.0,88.0,50.13605721360048,46,14,1,6,0.23333333333333334,0.25,323.0,0.13436401077931814,0.1552199913733761,0.08572447983445156,0.07747375015614692,23,6,82,82,37,164,16,3,18,0.7659648859265082,0.2570239140832174,4,60,130,48,18,82,0.7659648859265082,nenhuma,50.13605721360048,0.0,56,0,terminal,0.8466666666666667,j6010_1.sm,2,centralizada,1.0,0,3.3411764705882354,0.38333333333333336,0.09090909090909091
True,157,85,0.5642806845311017,0.0,8.0,288.0,392.0,116.0,117.0,69.68973641325124,55,5,10,13,0.08333333333333333,0.25,323.0,0.17746767982729372,0.21575769787384286,0.02476780185758514,0.10031778614301391,20,13,116,104,40,220,11,14,13,0.7659648859265082,0.2570239140832174,4,60,196,80,13,116,0.7659648859265082,nenhuma,69.68973641325124,0.0,75,0,terminal,0.9230982311219464,j6010_1.sm,2,adaptativa,1.0,0,1.8470588235294119,0.3333333333333333,0.1780821917808219
True,217,85,0.6548390186244155,0.0,14.773355658807777,241.0,434.0,68.0,106.0,54.758308006264,45,15,2,23,0.25,0.2833333333333333,323.0,0.1449559330548357,0.1695303653444706,0.04573794321612315,0.08262183565980505,26,23,68,83,34,151,8,14,16,0.794910294566222,0.24332019624229823,3,60,127,59,16,68,0.794910294566222,nenhuma,54.758308006264,0.0,63,0,terminal,0.758157596630694,j6010_1.sm,3,centralizada,1.0,0,2.552941176470588,0.43333333333333335,0.27710843373493976
True,142,85,0.5819238179550175,0.0,7.727630101698633,307.0,409.0,126.0,123.0,44.84114067937254,57,3,11,18,0.05,0.23333333333333334,323.0,0.12190354944135563,0.13882706092685,0.02392455139844778,0.06379982343667119,27,18,126,105,33,231,4,15,6,0.794910294566222,0.24332019624229823,3,60,221,95,6,126,0.794910294566222,nenhuma,44.84114067937254,0.0,50,0,terminal,0.9299968031848559,j6010_1.sm,3,adaptativa,1.0,0,1.6705882352941177,0.45,0.23076923076923078
True,281,85,0.6002363613263803,0.0,20.77750115807965,272.0,434.0,115.0,136.0,38.048498829632344,49,11,2,15,0.18333333333333332,0.21666666666666667,323.0,0.10538334587450052,0.11779720999886174,0.06432662897238282,0.052622332929561186,27,15,115,121,33,236,8,4,27,0.7496468789669437,0.35303232464984247,6,60,201,86,27,115,0.7496468789669437,nenhuma,38.048498829632344,0.0,44,0,terminal,0.7616226084146955,j6010_1.sm,4,centralizada,1.0,0,3.3058823529411763,0.45,0.2
True,141,85,0.5976232361659017,0.0,8.673299925503374,298.0,390.0,119.0,102.0,41.58506764575495,56,4,5,12,0.06666666666666667,0.15,323.0,0.11406135724176343,0.12874633946054162,0.02685232175078444,0.06372359667342054,20,12,119,90,40,209,10,5,8,0.7496468789669437,0.35303232464984247,6,60,191,72,8,119,0.7496468789669437,nenhuma,41.58506764575495,0.0,45,0,terminal,0.955,j6010_1.sm,4,adaptativa,1.0,0,1.6588235294117648,0.3333333333333333,0.16666666666666666
