etapa,canal,tau_sat,s_transicao,cenario,arquivo,semente,atraso_relativo,taxa_omissao,divida_latente_sobre_plano,taxa_falha_efetiva,fracao_porta1,n_executadas,N_req,N_blocked,motivo_termino,TW,TL,TU,TR,concluiu,violacoes
nominal,ativo,1.0,0.25,centralizada,j6010_1.sm,0,2.411764705882353,0.2333333333333333,0.088942420347783,0.2666666666666666,0.5166666666666667,60,0,99,terminal,535.0,0.0,121.0,69.8894835451404,True,0
nominal,ativo,1.0,0.25,centralizada,j6010_1.sm,1,3.0352941176470587,0.2333333333333333,0.080676008929519,0.2833333333333333,0.5,60,0,58,terminal,518.0,0.0,65.0,73.56675043879109,True,0
nominal,ativo,1.0,0.25,centralizada,j6010_1.sm,2,2.376470588235294,0.3166666666666666,0.1267463527840973,0.3666666666666666,0.55,60,0,90,terminal,525.0,0.0,98.0,85.0062091711865,True,0
nominal,ativo,1.0,0.25,centralizada,j6010_1.sm,3,2.611764705882353,0.2166666666666666,0.0504094410935028,0.3,0.6666666666666666,60,0,204,terminal,526.0,0.0,207.0,74.76847840892171,True,0
nominal,ativo,1.0,0.25,centralizada,j6010_1.sm,4,2.9529411764705884,0.25,0.093822183233624,0.3166666666666666,0.6,60,0,138,terminal,525.0,0.0,147.0,78.52719895926086,True,0
nominal,ativo,1.0,0.25,centralizada,j6010_1.sm,5,2.0823529411764707,0.2,0.0522539061422353,0.3166666666666666,0.3833333333333333,60,0,77,terminal,511.0,0.0,84.0,74.34306546129403,True,0
nominal,ativo,1.0,0.25,centralizada,j6010_1.sm,6,2.7411764705882353,0.25,0.0947476306393043,0.2666666666666666,0.3833333333333333,60,0,95,terminal,522.0,0.0,98.0,55.454114209770275,True,0
nominal,ativo,1.0,0.25,centralizada,j6010_1.sm,7,2.7294117647058824,0.35,0.1200681094926027,0.35,0.6333333333333333,60,0,156,terminal,517.0,0.0,157.0,78.38703241444973,True,0
nominal,ativo,1.0,0.25,centralizada,j6010_1.sm,8,2.388235294117647,0.4333333333333333,0.0852436304354982,0.4833333333333333,0.8333333333333334,60,0,199,terminal,521.0,0.0,220.0,101.27723006707886,True,0
nominal,ativo,1.0,0.25,centralizada,j6010_1.sm,9,2.5647058823529414,0.3166666666666666,0.1209149388815968,0.3666666666666666,0.45,60,0,114,terminal,506.0,0.0,125.0,93.59530718445994,True,0
nominal,ativo,1.0,0.25,centralizada,j6010_1.sm,10,2.623529411764706,0.4333333333333333,0.1053419500536368,0.5,0.6166666666666667,60,0,143,terminal,540.0,0.0,168.0,119.95692534410588,True,0
nominal,ativo,1.0,0.25,centralizada,j6010_1.sm,11,2.764705882352941,0.3666666666666666,0.1283413795457325,0.4333333333333333,0.4666666666666667,60,0,71,terminal,532.0,0.0,78.0,115.11207479914172,True,0
nominal,ativo,1.0,0.25,centralizada,j6013_1.sm,0,3.724637681159421,0.1833333333333333,0.075474819898817,0.2166666666666666,0.6833333333333333,60,0,56,terminal,541.0,0.0,66.0,82.7516865073458,True,0
nominal,ativo,1.0,0.25,centralizada,j6013_1.sm,1,4.434782608695652,0.45,0.1320105671056729,0.4833333333333333,0.7666666666666667,60,0,93,terminal,581.0,0.0,107.0,159.68172496381897,True,0
nominal,ativo,1.0,0.25,centralizada,j6013_1.sm,2,4.188405797101449,0.3833333333333333,0.119867379021074,0.4166666666666667,0.7,60,0,13,terminal,576.0,0.0,13.0,126.37568486044064,True,0
nominal,ativo,1.0,0.25,centralizada,j6013_1.sm,3,4.27536231884058,0.25,0.0906955454951376,0.3333333333333333,0.7166666666666667,60,0,124,terminal,573.0,0.0,124.0,124.95069545134857,True,0
nominal,ativo,1.0,0.25,centralizada,j6013_1.sm,4,4.739130434782608,0.3333333333333333,0.0611222694140661,0.35,0.6833333333333333,60,0,101,terminal,560.0,0.0,109.0,91.08532732657584,True,0
nominal,ativo,1.0,0.25,centralizada,j6013_1.sm,5,4.333333333333333,0.3833333333333333,0.0732349164496509,0.4666666666666667,0.7666666666666667,60,0,56,terminal,553.0,0.0,63.0,130.82056025592274,True,0
nominal,ativo,1.0,0.25,centralizada,j6013_1.sm,6,4.579710144927536,0.3333333333333333,0.0865191563256677,0.4,0.6833333333333333,60,0,2,terminal,581.0,0.0,3.0,133.00886136040052,True,0
nominal,ativo,1.0,0.25,centralizada,j6013_1.sm,7,3.898550724637681,0.35,0.1235191873525979,0.3833333333333333,0.8833333333333333,60,0,112,terminal,550.0,0.0,129.0,99.50261344679976,True,0
nominal,ativo,1.0,0.25,centralizada,j6013_1.sm,8,4.449275362318841,0.4,0.1023852310131639,0.4166666666666667,0.8,60,0,146,terminal,561.0,0.0,166.0,115.18357762960858,True,0
nominal,ativo,1.0,0.25,centralizada,j6013_1.sm,9,4.942028985507246,0.3333333333333333,0.0778669958688114,0.4,0.65,60,0,81,terminal,558.0,0.0,81.0,129.64579549942565,True,0
nominal,ativo,1.0,0.25,centralizada,j6013_1.sm,10,5.63768115942029,0.4333333333333333,0.082376788816401,0.45,0.8333333333333334,60,0,121,terminal,563.0,0.0,146.0,137.5123198563562,True,0
nominal,ativo,1.0,0.25,centralizada,j6013_1.sm,11,4.405797101449275,0.2166666666666666,0.095787407351481,0.3,0.5333333333333333,60,0,29,terminal,567.0,0.0,31.0,103.26010946373776,True,0
nominal,ativo,1.0,0.25,centralizada,j6016_1.sm,0,3.46875,0.3666666666666666,0.1387775895686426,0.3833333333333333,0.8333333333333334,60,0,134,terminal,616.0,0.0,151.0,111.78518807945788,True,0
nominal,ativo,1.0,0.25,centralizada,j6016_1.sm,1,4.46875,0.2666666666666666,0.1547755701472645,0.3166666666666666,0.7666666666666667,60,0,126,terminal,644.0,0.0,134.0,103.47004151645092,True,0
nominal,ativo,1.0,0.25,centralizada,j6016_1.sm,2,3.28125,0.3666666666666666,0.1496827797395419,0.4,0.8,60,0,126,terminal,634.0,0.0,132.0,124.47790872928152,True,0
nominal,ativo,1.0,0.25,centralizada,j6016_1.sm,3,3.0625,0.3333333333333333,0.1426040060692217,0.3666666666666666,0.8166666666666667,60,0,155,terminal,650.0,0.0,155.0,120.74470315553268,True,0
nominal,ativo,1.0,0.25,centralizada,j6016_1.sm,4,3.75,0.3666666666666666,0.1498960593587791,0.4666666666666667,0.85,60,0,200,terminal,669.0,0.0,210.0,155.7219440490289,True,0
nominal,ativo,1.0,0.25,centralizada,j6016_1.sm,5,3.328125,0.4333333333333333,0.1227085176041518,0.5,0.8666666666666667,60,0,179,terminal,622.0,0.0,193.0,148.85661790414554,True,0
nominal,ativo,1.0,0.25,centralizada,j6016_1.sm,6,3.171875,0.4,0.1186919193923713,0.45,0.7666666666666667,60,0,68,terminal,636.0,0.0,79.0,125.5673662692673,True,0
nominal,ativo,1.0,0.25,centralizada,j6016_1.sm,7,3.578125,0.3166666666666666,0.1317813219178684,0.4166666666666667,0.8833333333333333,60,0,151,terminal,647.0,0.0,156.0,145.21170038545253,True,0
nominal,ativo,1.0,0.25,centralizada,j6016_1.sm,8,3.40625,0.5333333333333333,0.1637975792382154,0.6166666666666667,0.9166666666666666,60,0,164,terminal,676.0,0.0,194.0,208.45637483503012,True,0
nominal,ativo,1.0,0.25,centralizada,j6016_1.sm,9,4.359375,0.3833333333333333,0.1917420245840538,0.45,0.7166666666666667,60,0,137,terminal,647.0,0.0,145.0,156.8491546084968,True,0
nominal,ativo,1.0,0.25,centralizada,j6016_1.sm,10,3.875,0.4166666666666667,0.1783054331864974,0.4666666666666667,0.8666666666666667,60,0,166,terminal,696.0,0.0,196.0,174.28555742145028,True,0
nominal,ativo,1.0,0.25,centralizada,j6016_1.sm,11,3.5,0.35,0.1210458814962731,0.45,0.8,60,0,111,terminal,651.0,0.0,114.0,132.09028722509962,True,0
nominal,ativo,1.0,0.25,centralizada,j6019_1.sm,0,2.8870967741935485,0.2,0.0543896956323641,0.2166666666666666,0.6,60,0,91,terminal,562.0,0.0,106.0,47.801815538745686,True,0
nominal,ativo,1.0,0.25,centralizada,j6019_1.sm,1,4.548387096774194,0.2666666666666666,0.1395345753402591,0.35,0.6333333333333333,60,0,84,terminal,575.0,0.0,88.0,102.1415277282218,True,0
nominal,ativo,1.0,0.25,centralizada,j6019_1.sm,2,3.2096774193548385,0.3333333333333333,0.1350671874807559,0.3833333333333333,0.6333333333333333,60,0,120,terminal,580.0,0.0,121.0,103.64669875807414,True,0
nominal,ativo,1.0,0.25,centralizada,j6019_1.sm,3,3.8225806451612905,0.2666666666666666,0.1057039579872698,0.3333333333333333,0.6,60,0,101,terminal,579.0,0.0,101.0,88.99617799697839,True,0
nominal,ativo,1.0,0.25,centralizada,j6019_1.sm,4,3.3870967741935485,0.3166666666666666,0.0848560370332868,0.3666666666666666,0.65,60,0,112,terminal,589.0,0.0,119.0,95.5431544453558,True,0
nominal,ativo,1.0,0.25,centralizada,j6019_1.sm,5,3.435483870967742,0.3,0.0902990638112886,0.4166666666666667,0.7333333333333333,60,0,114,terminal,577.0,0.0,139.0,100.45603572352807,True,0
nominal,ativo,1.0,0.25,centralizada,j6019_1.sm,6,3.0161290322580645,0.25,0.0906121756755703,0.3,0.6166666666666667,60,0,114,terminal,569.0,0.0,115.0,80.28557479996154,True,0
nominal,ativo,1.0,0.25,centralizada,j6019_1.sm,7,2.838709677419355,0.2833333333333333,0.1210820303000049,0.3166666666666666,0.6833333333333333,60,0,31,terminal,555.0,0.0,31.0,75.61977515936864,True,0
nominal,ativo,1.0,0.25,centralizada,j6019_1.sm,8,3.5,0.3833333333333333,0.1423984735009131,0.4166666666666667,0.9166666666666666,60,0,192,terminal,611.0,0.0,204.0,117.21268019333236,True,0
nominal,ativo,1.0,0.25,centralizada,j6019_1.sm,9,5.225806451612903,0.4166666666666667,0.150350460555736,0.4333333333333333,0.65,60,0,118,terminal,573.0,0.0,131.0,123.1039794746903,True,0
nominal,ativo,1.0,0.25,centralizada,j6019_1.sm,10,3.129032258064516,0.4333333333333333,0.1374897946555321,0.4833333333333333,0.7,60,0,111,terminal,588.0,0.0,134.0,124.02407621195934,True,0
nominal,ativo,1.0,0.25,centralizada,j6019_1.sm,11,4.112903225806452,0.3166666666666666,0.0882177850332641,0.4166666666666667,0.6333333333333333,60,0,101,terminal,582.0,0.0,108.0,105.37082325290176,True,0
nominal,ativo,1.0,0.25,centralizada,j6021_1.sm,0,3.5,0.2833333333333333,0.0752825186098772,0.3,0.5333333333333333,60,0,111,terminal,531.0,0.0,121.0,72.91508796032242,True,0
nominal,ativo,1.0,0.25,centralizada,j6021_1.sm,1,4.092105263157895,0.2833333333333333,0.1018089191599656,0.3,0.5666666666666667,60,0,81,terminal,540.0,0.0,86.0,75.55507246772123,True,0
nominal,ativo,1.0,0.25,centralizada,j6021_1.sm,2,3.4210526315789473,0.2,0.0731808041257982,0.25,0.5166666666666667,60,0,21,terminal,525.0,0.0,23.0,56.66461519537095,True,0
nominal,ativo,1.0,0.25,centralizada,j6021_1.sm,3,3.8421052631578942,0.3166666666666666,0.1286754701382806,0.3833333333333333,0.5666666666666667,60,0,82,terminal,541.0,0.0,82.0,118.83749212091764,True,0
nominal,ativo,1.0,0.25,centralizada,j6021_1.sm,4,3.513157894736842,0.3333333333333333,0.1208505046433612,0.4,0.5166666666666667,60,0,64,terminal,557.0,0.0,68.0,110.99035961921862,True,0
nominal,ativo,1.0,0.25,centralizada,j6021_1.sm,5,3.276315789473684,0.3333333333333333,0.0904593972784316,0.4,0.6166666666666667,60,0,112,terminal,530.0,0.0,116.0,102.32191301820237,True,0
nominal,ativo,1.0,0.25,centralizada,j6021_1.sm,6,4.0394736842105265,0.2833333333333333,0.0747921330422677,0.35,0.4833333333333333,60,0,34,terminal,542.0,0.0,34.0,91.64552029468167,True,0
nominal,ativo,1.0,0.25,centralizada,j6021_1.sm,7,3.868421052631579,0.2166666666666666,0.1048478449896551,0.2833333333333333,0.6833333333333333,60,0,139,terminal,538.0,0.0,140.0,82.67162577807468,True,0
nominal,ativo,1.0,0.25,centralizada,j6021_1.sm,8,3.631578947368421,0.3833333333333333,0.1183894193927071,0.4666666666666667,0.8,60,0,162,terminal,549.0,0.0,177.0,113.9582408315178,True,0
nominal,ativo,1.0,0.25,centralizada,j6021_1.sm,9,4.092105263157895,0.3,0.0899135710170549,0.3833333333333333,0.6166666666666667,60,0,127,terminal,520.0,0.0,129.0,100.28669014658516,True,0
nominal,ativo,1.0,0.25,centralizada,j6021_1.sm,10,4.394736842105263,0.4166666666666667,0.0858110618929651,0.45,0.6333333333333333,60,0,128,terminal,540.0,0.0,143.0,118.49430972322034,True,0
nominal,ativo,1.0,0.25,centralizada,j6021_1.sm,11,4.921052631578948,0.35,0.0707304884647751,0.4333333333333333,0.4833333333333333,60,0,6,terminal,558.0,0.0,6.0,114.41980190356637,True,0
nominal,ativo,1.0,0.25,centralizada,j6024_1.sm,0,2.707692307692308,0.3,0.1386887611119693,0.3,0.3166666666666666,60,0,69,terminal,463.0,0.0,71.0,75.09227432741014,True,0
nominal,ativo,1.0,0.25,centralizada,j6024_1.sm,1,2.4,0.1833333333333333,0.0724570171172179,0.25,0.3166666666666666,60,0,83,terminal,458.0,0.0,88.0,57.3710743677645,True,0
nominal,ativo,1.0,0.25,centralizada,j6024_1.sm,2,4.2,0.25,0.0723376065726964,0.25,0.55,60,0,163,terminal,472.0,0.0,168.0,61.10314247591547,True,0
nominal,ativo,1.0,0.25,centralizada,j6024_1.sm,3,2.276923076923077,0.2,0.0794919093581797,0.25,0.4333333333333333,60,0,142,terminal,464.0,0.0,142.0,53.71262034869175,True,0
nominal,ativo,1.0,0.25,centralizada,j6024_1.sm,4,2.769230769230769,0.1833333333333333,0.1082174776650668,0.2166666666666666,0.4166666666666667,60,0,116,terminal,468.0,0.0,117.0,56.38145064529786,True,0
nominal,ativo,1.0,0.25,centralizada,j6024_1.sm,5,2.707692307692308,0.3,0.0882720437817369,0.3333333333333333,0.4166666666666667,60,0,114,terminal,445.0,0.0,120.0,70.23591110502156,True,0
nominal,ativo,1.0,0.25,centralizada,j6024_1.sm,6,3.4307692307692306,0.3,0.1081277138735476,0.3166666666666666,0.4166666666666667,60,0,56,terminal,495.0,0.0,56.0,72.91528069582785,True,0
nominal,ativo,1.0,0.25,centralizada,j6024_1.sm,7,2.6615384615384614,0.2833333333333333,0.1451032504545163,0.35,0.55,60,0,179,terminal,442.0,0.0,179.0,72.46853457857578,True,0
nominal,ativo,1.0,0.25,centralizada,j6024_1.sm,8,2.769230769230769,0.2666666666666666,0.0742325564115546,0.3,0.65,60,0,265,terminal,485.0,0.0,280.0,70.19413317777585,True,0
nominal,ativo,1.0,0.25,centralizada,j6024_1.sm,9,3.246153846153846,0.3,0.1213047876310912,0.3166666666666666,0.4,60,0,126,terminal,461.0,0.0,134.0,74.57015668784665,True,0
nominal,ativo,1.0,0.25,centralizada,j6024_1.sm,10,2.4153846153846152,0.25,0.1364241789846426,0.2833333333333333,0.6333333333333333,60,0,168,terminal,485.0,0.0,186.0,72.4116536082697,True,0
nominal,ativo,1.0,0.25,centralizada,j6024_1.sm,11,2.3692307692307693,0.2,0.0586401268190326,0.2833333333333333,0.3333333333333333,60,0,47,terminal,462.0,0.0,49.0,66.10987373234451,True,0
nominal,ativo,1.0,0.25,centralizada,j6027_1.sm,0,2.0833333333333335,0.2333333333333333,0.0639214811255397,0.25,0.4333333333333333,60,0,173,terminal,518.0,0.0,173.0,66.54236426581141,True,0
nominal,ativo,1.0,0.25,centralizada,j6027_1.sm,1,2.4375,0.1833333333333333,0.0459223287495377,0.25,0.3666666666666666,60,0,149,terminal,504.0,0.0,173.0,59.45619381778315,True,0
nominal,ativo,1.0,0.25,centralizada,j6027_1.sm,2,2.9375,0.2666666666666666,0.1022338370297344,0.3,0.3833333333333333,60,0,119,terminal,536.0,0.0,119.0,87.61555885654934,True,0
nominal,ativo,1.0,0.25,centralizada,j6027_1.sm,3,2.375,0.25,0.0723083816753879,0.3166666666666666,0.45,60,0,166,terminal,534.0,0.0,168.0,76.67740552062422,True,0
nominal,ativo,1.0,0.25,centralizada,j6027_1.sm,4,2.6875,0.25,0.0746246593865132,0.2666666666666666,0.4333333333333333,60,0,166,terminal,531.0,0.0,176.0,73.44204237617538,True,0
nominal,ativo,1.0,0.25,centralizada,j6027_1.sm,5,2.1979166666666665,0.3833333333333333,0.0805847962818181,0.4666666666666667,0.5,60,0,160,terminal,525.0,0.0,162.0,116.70094107507089,True,0
nominal,ativo,1.0,0.25,centralizada,j6027_1.sm,6,2.1875,0.2666666666666666,0.0542041963739291,0.3,0.3833333333333333,60,0,79,terminal,558.0,0.0,80.0,74.52079888706126,True,0
nominal,ativo,1.0,0.25,centralizada,j6027_1.sm,7,2.3958333333333335,0.3166666666666666,0.1257741704095851,0.3333333333333333,0.65,60,0,205,terminal,525.0,0.0,211.0,83.8751892610679,True,0
nominal,ativo,1.0,0.25,centralizada,j6027_1.sm,8,3.3541666666666665,0.3833333333333333,0.1156068718465091,0.4666666666666667,0.7666666666666667,60,0,291,terminal,565.0,0.0,307.0,132.89386103108058,True,0
nominal,ativo,1.0,0.25,centralizada,j6027_1.sm,9,2.3958333333333335,0.2833333333333333,0.0821922448108204,0.3166666666666666,0.3833333333333333,60,0,119,terminal,508.0,0.0,131.0,63.99917321776772,True,0
nominal,ativo,1.0,0.25,centralizada,j6027_1.sm,10,2.1770833333333335,0.2833333333333333,0.0693940272352081,0.3333333333333333,0.7,60,0,174,terminal,562.0,0.0,190.0,73.08504141235866,True,0
nominal,ativo,1.0,0.25,centralizada,j6027_1.sm,11,2.6875,0.3833333333333333,0.0660574569765487,0.4,0.4,60,0,33,terminal,559.0,0.0,33.0,95.5841800641702,True,0
nominal,ativo,1.0,0.25,centralizada,j602_1.sm,0,2.923076923076923,0.3333333333333333,0.1121724219782786,0.35,0.7,60,0,81,terminal,560.0,0.0,101.0,79.60423940392627,True,0
nominal,ativo,1.0,0.25,centralizada,j602_1.sm,1,4.0,0.35,0.1591873403673288,0.3833333333333333,0.6166666666666667,60,0,85,terminal,576.0,0.0,95.0,108.9959913073564,True,0
nominal,ativo,1.0,0.25,centralizada,j602_1.sm,2,3.0923076923076924,0.2333333333333333,0.0881960041688948,0.3333333333333333,0.7,60,0,79,terminal,553.0,0.0,85.0,72.76488214950692,True,0
nominal,ativo,1.0,0.25,centralizada,j602_1.sm,3,3.2153846153846155,0.35,0.1182597741195854,0.3833333333333333,0.7,60,0,196,terminal,557.0,0.0,208.0,101.25218279622707,True,0
nominal,ativo,1.0,0.25,centralizada,j602_1.sm,4,3.0615384615384613,0.3666666666666666,0.1104751842229978,0.4,0.6833333333333333,60,0,170,terminal,581.0,0.0,175.0,116.13092709049111,True,0
nominal,ativo,1.0,0.25,centralizada,j602_1.sm,5,2.5846153846153848,0.3,0.0861171909045086,0.45,0.6333333333333333,60,0,79,terminal,544.0,0.0,86.0,112.20480167426098,True,0
nominal,ativo,1.0,0.25,centralizada,j602_1.sm,6,2.9846153846153847,0.35,0.1266380031556722,0.4,0.65,60,0,107,terminal,552.0,0.0,109.0,114.51595435517444,True,0
nominal,ativo,1.0,0.25,centralizada,j602_1.sm,7,3.0923076923076924,0.3333333333333333,0.1800370372725291,0.35,0.6666666666666666,60,0,126,terminal,515.0,0.0,137.0,84.63629702024761,True,0
nominal,ativo,1.0,0.25,centralizada,j602_1.sm,8,3.169230769230769,0.4166666666666667,0.1769094538415493,0.4666666666666667,0.95,60,0,162,terminal,566.0,0.0,178.0,139.06497096576246,True,0
nominal,ativo,1.0,0.25,centralizada,j602_1.sm,9,3.6769230769230767,0.3166666666666666,0.1016924859076156,0.4,0.7166666666666667,60,0,94,terminal,557.0,0.0,101.0,81.25025616107975,True,0
nominal,ativo,1.0,0.25,centralizada,j602_1.sm,10,2.830769230769231,0.3166666666666666,0.0682607366009674,0.3666666666666666,0.8166666666666667,60,0,155,terminal,587.0,0.0,175.0,90.17714313138067,True,0
nominal,ativo,1.0,0.25,centralizada,j602_1.sm,11,3.6615384615384614,0.3166666666666666,0.0784521301738001,0.4166666666666667,0.6,60,0,91,terminal,533.0,0.0,96.0,104.8631544043683,True,0
nominal,ativo,1.0,0.25,centralizada,j6032_1.sm,0,2.463768115942029,0.3166666666666666,0.1176138166817855,0.3666666666666666,0.65,60,0,106,terminal,600.0,0.0,123.0,99.87695663387204,True,0
nominal,ativo,1.0,0.25,centralizada,j6032_1.sm,1,4.884057971014493,0.3333333333333333,0.1593510090971373,0.3666666666666666,0.6166666666666667,60,0,117,terminal,585.0,0.0,128.0,94.0257936140988,True,0
nominal,ativo,1.0,0.25,centralizada,j6032_1.sm,2,3.9565217391304346,0.2833333333333333,0.0819223670573787,0.3166666666666666,0.5333333333333333,60,0,106,terminal,560.0,0.0,106.0,87.00716173258073,True,0
nominal,ativo,1.0,0.25,centralizada,j6032_1.sm,3,3.1884057971014492,0.3,0.0912437731158578,0.3166666666666666,0.55,60,0,165,terminal,557.0,0.0,165.0,77.3133163150021,True,0
nominal,ativo,1.0,0.25,centralizada,j6032_1.sm,4,2.5072463768115942,0.1666666666666666,0.0824819679185385,0.1833333333333333,0.5,60,0,123,terminal,595.0,0.0,123.0,47.38598674257672,True,0
nominal,ativo,1.0,0.25,centralizada,j6032_1.sm,5,2.463768115942029,0.1833333333333333,0.0673682048774227,0.2833333333333333,0.6,60,0,116,terminal,561.0,0.0,117.0,72.20404094230182,True,0
nominal,ativo,1.0,0.25,centralizada,j6032_1.sm,6,2.753623188405797,0.4,0.1542568823573794,0.45,0.5,60,0,100,terminal,587.0,0.0,100.0,124.17306793997184,True,0
nominal,ativo,1.0,0.25,centralizada,j6032_1.sm,7,2.579710144927536,0.25,0.085265976115693,0.3166666666666666,0.6333333333333333,60,0,192,terminal,547.0,0.0,206.0,80.28421661613152,True,0
nominal,ativo,1.0,0.25,centralizada,j6032_1.sm,8,3.971014492753623,0.2833333333333333,0.154705380383362,0.35,0.8,60,0,195,terminal,559.0,0.0,219.0,112.36269998024753,True,0
nominal,ativo,1.0,0.25,centralizada,j6032_1.sm,9,3.1159420289855073,0.2833333333333333,0.1096673002931387,0.3333333333333333,0.6333333333333333,60,0,129,terminal,564.0,0.0,132.0,86.50073226432589,True,0
nominal,ativo,1.0,0.25,centralizada,j6032_1.sm,10,3.0,0.2666666666666666,0.1258058805577886,0.3166666666666666,0.75,60,0,198,terminal,605.0,0.0,209.0,88.28095530111777,True,0
nominal,ativo,1.0,0.25,centralizada,j6032_1.sm,11,2.9855072463768115,0.4,0.0776152903810518,0.45,0.5833333333333334,60,0,84,terminal,570.0,0.0,85.0,99.20659373836628,True,0
nominal,ativo,1.0,0.25,centralizada,j6035_1.sm,0,2.7435897435897436,0.1666666666666666,0.0518396808183971,0.1833333333333333,0.5333333333333333,60,0,125,terminal,553.0,0.0,145.0,48.133896625646834,True,0
nominal,ativo,1.0,0.25,centralizada,j6035_1.sm,1,2.782051282051282,0.4166666666666667,0.1767160420473874,0.4666666666666667,0.6333333333333333,60,0,116,terminal,603.0,0.0,128.0,128.29458242057524,True,0
nominal,ativo,1.0,0.25,centralizada,j6035_1.sm,2,2.5384615384615383,0.3333333333333333,0.1109334963009286,0.3666666666666666,0.7666666666666667,60,0,113,terminal,610.0,0.0,122.0,98.85341911757746,True,0
nominal,ativo,1.0,0.25,centralizada,j6035_1.sm,3,3.282051282051282,0.4,0.0838147028896661,0.4166666666666667,0.7333333333333333,60,0,201,terminal,590.0,0.0,208.0,109.33769477420608,True,0
nominal,ativo,1.0,0.25,centralizada,j6035_1.sm,4,2.6153846153846154,0.3333333333333333,0.1312707887836018,0.35,0.5833333333333334,60,0,117,terminal,608.0,0.0,135.0,100.67542238771696,True,0
nominal,ativo,1.0,0.25,centralizada,j6035_1.sm,5,2.5,0.3,0.0658626194455689,0.35,0.65,60,0,137,terminal,594.0,0.0,150.0,86.88027279865115,True,0
nominal,ativo,1.0,0.25,centralizada,j6035_1.sm,6,2.6538461538461537,0.3,0.1013254350023094,0.3333333333333333,0.5333333333333333,60,0,89,terminal,599.0,0.0,104.0,102.44821054595909,True,0
nominal,ativo,1.0,0.25,centralizada,j6035_1.sm,7,2.4358974358974357,0.2333333333333333,0.1207316737025079,0.2833333333333333,0.6333333333333333,60,0,150,terminal,560.0,0.0,155.0,72.12026890667158,True,0
nominal,ativo,1.0,0.25,centralizada,j6035_1.sm,8,2.5384615384615383,0.3333333333333333,0.1269514316872129,0.4,0.8666666666666667,60,0,247,terminal,594.0,0.0,256.0,135.72114921355538,True,0
nominal,ativo,1.0,0.25,centralizada,j6035_1.sm,9,2.8076923076923075,0.35,0.0934845350201897,0.3666666666666666,0.6166666666666667,60,0,127,terminal,583.0,0.0,136.0,94.58229168398684,True,0
nominal,ativo,1.0,0.25,centralizada,j6035_1.sm,10,2.3461538461538463,0.35,0.147625015917714,0.3666666666666666,0.7,60,0,153,terminal,643.0,0.0,179.0,110.94105731224332,True,0
nominal,ativo,1.0,0.25,centralizada,j6035_1.sm,11,2.9871794871794872,0.3166666666666666,0.0793201133144475,0.4166666666666667,0.6333333333333333,60,0,72,terminal,604.0,0.0,82.0,101.6713954708725,True,0
nominal,ativo,1.0,0.25,centralizada,j6038_1.sm,0,2.547945205479452,0.3,0.0802653423954477,0.3166666666666666,0.55,60,0,78,terminal,576.0,0.0,82.0,83.66294129184783,True,0
nominal,ativo,1.0,0.25,centralizada,j6038_1.sm,1,3.3698630136986303,0.2,0.0507488778367446,0.2333333333333333,0.6,60,0,65,terminal,574.0,0.0,75.0,45.30823094828568,True,0
nominal,ativo,1.0,0.25,centralizada,j6038_1.sm,2,3.0684931506849313,0.3166666666666666,0.1381108784618122,0.3666666666666666,0.6166666666666667,60,0,92,terminal,569.0,0.0,94.0,111.25856547815306,True,0
nominal,ativo,1.0,0.25,centralizada,j6038_1.sm,3,2.506849315068493,0.25,0.1083577701195286,0.2833333333333333,0.6,60,0,152,terminal,565.0,0.0,160.0,81.80436469153331,True,0
nominal,ativo,1.0,0.25,centralizada,j6038_1.sm,4,2.4246575342465753,0.1666666666666666,0.0856371267310233,0.2166666666666666,0.45,60,0,81,terminal,574.0,0.0,83.0,60.39080220965222,True,0
nominal,ativo,1.0,0.25,centralizada,j6038_1.sm,5,2.219178082191781,0.2333333333333333,0.0506512802461694,0.3,0.6,60,0,108,terminal,574.0,0.0,113.0,76.78781340118036,True,0
nominal,ativo,1.0,0.25,centralizada,j6038_1.sm,6,3.0547945205479454,0.3333333333333333,0.094678507779381,0.3666666666666666,0.45,60,0,48,terminal,588.0,0.0,59.0,99.74996883353688,True,0
nominal,ativo,1.0,0.25,centralizada,j6038_1.sm,7,2.4383561643835616,0.2833333333333333,0.0851121000840897,0.3333333333333333,0.5666666666666667,60,0,118,terminal,561.0,0.0,134.0,66.06026212631868,True,0
