modelo,arquivo,celula,semente,atraso_relativo,E_total,TW,TL,TU,TR,taxa_omissao,retrabalho_sobre_plano,divida_latente_sobre_plano,S_UR_maximo,n_com_erro,concluiu,divida_pendente,reparo_pendente,violacoes,p2_ajuda
mvp,j6010_1.sm,00000,0,2.411764705882353,0.7370267955765616,535.0,0.0,121.0,69.8894835451404,0.23333333333333334,0.2163761100468743,0.08894242034778303,28.728401772333918,14,True,0,0.0,0,0
mvp,j6010_1.sm,00000,1,3.0352941176470587,0.7889525317171706,518.0,0.0,65.0,73.56675043879109,0.23333333333333334,0.22776083727179905,0.080676008929519,26.058350884234635,14,True,0,0.0,0,0
mvp,j6010_1.sm,00000,2,2.376470588235294,0.7415189205961639,525.0,0.0,98.0,85.0062091711865,0.31666666666666665,0.263177118177048,0.12674635278409738,40.93907194926345,19,True,0,0.0,0,0
mvp,j6010_1.sm,00000,3,2.611764705882353,0.6511766849779445,526.0,0.0,207.0,74.76847840892171,0.21666666666666667,0.2314813573031632,0.05040944109350287,16.28224947320143,13,True,0,0.0,0,0
mvp,j6010_1.sm,00000,4,2.9529411764705884,0.6995082932743885,525.0,0.0,147.0,78.52719895926086,0.25,0.24311826303176737,0.09382218323362401,30.304565184460557,15,True,0,0.0,0,0
mvp,j6010_1.sm,00000,5,2.0823529411764707,0.7634351147685857,511.0,0.0,84.0,74.34306546129403,0.2,0.2301642893538515,0.05225390614223538,16.878011683942027,12,True,0,0.0,0,0
mvp,j6010_1.sm,00000,6,2.7411764705882353,0.7728134139958569,522.0,0.0,98.0,55.454114209770275,0.25,0.17168456411693583,0.09474763063930433,30.6034846964953,15,True,0,0.0,0,0
mvp,j6010_1.sm,00000,7,2.7294117647058824,0.6871463458652652,517.0,0.0,157.0,78.38703241444973,0.35,0.24268431088064935,0.12006810949260277,38.781999366110696,21,True,0,0.0,0,0
mvp,j6010_1.sm,00000,8,2.388235294117647,0.6185611831849088,521.0,0.0,220.0,101.27723006707886,0.43333333333333335,0.31355179587330917,0.08524363043549825,27.533692630665936,26,True,0,0.0,0,0
mvp,j6010_1.sm,00000,9,2.5647058823529414,0.6983208350688197,506.0,0.0,125.0,93.59530718445994,0.31666666666666665,0.2897687528930648,0.12091493888159684,39.05552525875578,19,True,0,0.0,0,0
mvp,j6010_1.sm,00000,10,2.623529411764706,0.6522078425463637,540.0,0.0,168.0,119.95692534410588,0.43333333333333335,0.37138366979599347,0.10534195005363685,34.0254498673247,26,True,0,0.0,0,0
mvp,j6010_1.sm,00000,11,2.764705882352941,0.7336796868916652,532.0,0.0,78.0,115.11207479914171,0.36666666666666664,0.3563841325050827,0.1283413795457325,41.45426559327159,22,True,0,0.0,0,0
mvp,j6013_1.sm,00000,0,3.7246376811594204,0.784340235164091,541.0,0.0,66.0,82.7516865073458,0.18333333333333332,0.24338731325689938,0.07547481989881702,25.661438765597786,11,True,0,0.0,0,0
mvp,j6013_1.sm,00000,1,4.434782608695652,0.6853987562664494,581.0,0.0,107.0,159.68172496381897,0.45,0.46965213224652635,0.1320105671056729,44.88359281592879,27,True,0,0.0,0,0
mvp,j6013_1.sm,00000,2,4.188405797101449,0.8051713417019047,576.0,0.0,13.0,126.37568486044064,0.38333333333333336,0.3716931907660019,0.11986737902107407,40.754908867165184,23,True,0,0.0,0,0
mvp,j6013_1.sm,00000,3,4.27536231884058,0.6971221061931883,573.0,0.0,124.0,124.95069545134857,0.25,0.36750204544514287,0.09069554549513766,30.8364854683468,15,True,0,0.0,0,0
mvp,j6013_1.sm,00000,4,4.739130434782608,0.7367593872252084,560.0,0.0,109.0,91.08532732657585,0.3333333333333333,0.2678980215487525,0.06112226941406612,20.78157160078248,20,True,0,0.0,0,0
mvp,j6013_1.sm,00000,5,4.333333333333333,0.7404723830989552,553.0,0.0,63.0,130.82056025592274,0.38333333333333336,0.3847663536938904,0.07323491644965098,24.899871592881333,23,True,0,0.0,0,0
mvp,j6013_1.sm,00000,6,4.579710144927536,0.810310766449459,581.0,0.0,3.0,133.00886136040052,0.3333333333333333,0.3912025334129427,0.08651915632566771,29.416513150727024,20,True,0,0.0,0,0
mvp,j6013_1.sm,00000,7,3.898550724637681,0.706484461965888,550.0,0.0,129.0,99.50261344679976,0.35,0.292654745431764,0.12351918735259798,41.99652369988331,21,True,0,0.0,0,0
mvp,j6013_1.sm,00000,8,4.449275362318841,0.6661255513661027,561.0,0.0,166.0,115.18357762960858,0.4,0.33877522832237816,0.10238523101316398,34.81097854447575,24,True,0,0.0,0,0
mvp,j6013_1.sm,00000,9,4.942028985507246,0.7259520617522417,558.0,0.0,81.0,129.64579549942565,0.3333333333333333,0.38131116323360487,0.07786699586881143,26.47477859539589,20,True,0,0.0,0,0
mvp,j6013_1.sm,00000,10,5.63768115942029,0.6650818739360284,563.0,0.0,146.0,137.51231985635619,0.43333333333333335,0.4044479995775182,0.08237678881640101,28.00810819757634,26,True,0,0.0,0,0
mvp,j6013_1.sm,00000,11,4.405797101449275,0.8085444934741717,567.0,0.0,31.0,103.26010946373776,0.21666666666666667,0.3037062043051111,0.095787407351481,32.56771849950354,13,True,0,0.0,0,0
mvp,j6016_1.sm,00000,0,3.46875,0.7009676634926425,616.0,0.0,151.0,111.78518807945787,0.36666666666666664,0.3062607892587887,0.13877758956864267,50.65382019255457,22,True,0,0.0,0,0
mvp,j6016_1.sm,00000,1,4.46875,0.7305977170728167,644.0,0.0,134.0,103.47004151645092,0.26666666666666666,0.28347956579849565,0.1547755701472645,56.493083103751545,16,True,0,0.0,0,0
mvp,j6016_1.sm,00000,2,3.28125,0.7119772358022026,634.0,0.0,132.0,124.47790872928152,0.36666666666666664,0.3410353663815932,0.14968277973954197,54.63421460493282,22,True,0,0.0,0,0
mvp,j6016_1.sm,00000,3,3.0625,0.7021374227520638,650.0,0.0,155.0,120.74470315553268,0.3333333333333333,0.33080740590556895,0.14260400606922172,52.050462215265924,20,True,0,0.0,0,0
mvp,j6016_1.sm,00000,4,3.75,0.6465505093881534,669.0,0.0,210.0,155.72194404902893,0.36666666666666664,0.4266354631480245,0.1498960593587791,54.712061665954366,22,True,0,0.0,0,0
mvp,j6016_1.sm,00000,5,3.328125,0.645324199103914,622.0,0.0,193.0,148.85661790414554,0.43333333333333335,0.4078263504223165,0.12270851760415187,44.78860892551543,26,True,0,0.0,0,0
mvp,j6016_1.sm,00000,6,3.171875,0.7566318007595167,636.0,0.0,79.0,125.5673662692673,0.4,0.34402018155963643,0.11869191939237135,43.32255057821554,24,True,0,0.0,0,0
mvp,j6016_1.sm,00000,7,3.578125,0.6823370769807959,647.0,0.0,156.0,145.21170038545253,0.31666666666666665,0.39784027502863706,0.13178132191786843,48.10018250002197,19,True,0,0.0,0,0
mvp,j6016_1.sm,00000,8,3.40625,0.626821831437926,676.0,0.0,194.0,208.45637483503012,0.5333333333333333,0.5711133557124113,0.1637975792382154,59.78611642194862,32,True,0,0.0,0,0
mvp,j6016_1.sm,00000,9,4.359375,0.6818786704478413,647.0,0.0,145.0,156.8491546084968,0.38333333333333336,0.4297237112561556,0.19174202458405384,69.98583897317965,23,True,0,0.0,0,0
mvp,j6016_1.sm,00000,10,3.875,0.6527332149964641,696.0,0.0,196.0,174.28555742145028,0.4166666666666667,0.47749467786698707,0.17830543318649744,65.08148311307157,25,True,0,0.0,0,0
mvp,j6016_1.sm,00000,11,3.5,0.7256794653453313,651.0,0.0,114.0,132.09028722509962,0.35,0.36189119787698526,0.12104588149627311,44.18174674613969,21,True,0,0.0,0,0
mvp,j6019_1.sm,00000,0,2.8870967741935485,0.7851335213183452,562.0,0.0,106.0,47.801815538745686,0.2,0.14226730815102884,0.054389695632364156,18.274937732474356,12,True,0,0.0,0,0
mvp,j6019_1.sm,00000,1,4.548387096774194,0.7514949576808748,575.0,0.0,88.0,102.1415277282218,0.26666666666666666,0.3039926420482792,0.13953457534025918,46.88361731432708,16,True,0,0.0,0,0
mvp,j6019_1.sm,00000,2,3.2096774193548385,0.7208132474727066,580.0,0.0,121.0,103.64669875807414,0.3333333333333333,0.3084723177323635,0.13506718748075594,45.38257499353399,20,True,0,0.0,0,0
mvp,j6019_1.sm,00000,3,3.8225806451612905,0.7529296198950355,579.0,0.0,101.0,88.99617799697839,0.26666666666666666,0.2648695773719595,0.10570395798726985,35.51652988372267,16,True,0,0.0,0,0
mvp,j6019_1.sm,00000,4,3.3870967741935485,0.7330035689328424,589.0,0.0,119.0,95.54315444535581,0.31666666666666665,0.2843546263254637,0.08485603703328685,28.511628443184385,19,True,0,0.0,0,0
mvp,j6019_1.sm,00000,5,3.435483870967742,0.7067128844098426,577.0,0.0,139.0,100.45603572352809,0.3,0.29897629679621457,0.09029906381128869,30.340485440593,18,True,0,0.0,0,0
mvp,j6019_1.sm,00000,6,3.0161290322580645,0.744486117180644,569.0,0.0,115.0,80.28557479996154,0.25,0.23894516309512362,0.0906121756755703,30.445691026991618,15,True,0,0.0,0,0
mvp,j6019_1.sm,00000,7,2.838709677419355,0.838850380290271,555.0,0.0,31.0,75.61977515936864,0.2833333333333333,0.2250588546409781,0.12108203030000497,40.68356218080167,17,True,0,0.0,0,0
mvp,j6019_1.sm,00000,8,3.5,0.6554298316058995,611.0,0.0,204.0,117.21268019333235,0.38333333333333336,0.3488472624801558,0.14239847350091311,47.84588709630681,23,True,0,0.0,0,0
mvp,j6019_1.sm,00000,9,5.225806451612903,0.6927786762239052,573.0,0.0,131.0,123.1039794746903,0.4166666666666667,0.36638089129372114,0.15035046055573603,50.517754746727306,25,True,0,0.0,0,0
mvp,j6019_1.sm,00000,10,3.129032258064516,0.695015681625454,588.0,0.0,134.0,124.02407621195934,0.43333333333333335,0.3691192744403552,0.13748979465553213,46.19657100425879,26,True,0,0.0,0,0
mvp,j6019_1.sm,00000,11,4.112903225806452,0.7317341584391298,582.0,0.0,108.0,105.37082325290176,0.31666666666666665,0.31360364063363616,0.08821778503326415,29.641175771176755,19,True,0,0.0,0,0
mvp,j6021_1.sm,00000,0,3.5,0.7324995834947552,531.0,0.0,121.0,72.91508796032242,0.2833333333333333,0.2196237589166338,0.07528251860987722,24.993796178479236,17,True,0,0.0,0,0
mvp,j6021_1.sm,00000,1,4.092105263157895,0.7697186168158532,540.0,0.0,86.0,75.55507246772123,0.2833333333333333,0.22757551948108803,0.10180891915996569,33.80056116110861,17,True,0,0.0,0,0
mvp,j6021_1.sm,00000,2,3.4210526315789473,0.8682499137647888,525.0,0.0,23.0,56.66461519537095,0.2,0.170676551793286,0.07318080412579829,24.29602696976503,12,True,0,0.0,0,0
mvp,j6021_1.sm,00000,3,3.8421052631578947,0.729270232019789,541.0,0.0,82.0,118.83749212091763,0.31666666666666665,0.3579442533762579,0.12867547013828065,42.72025608590918,19,True,0,0.0,0,0
mvp,j6021_1.sm,00000,4,3.513157894736842,0.7568033911316129,557.0,0.0,68.0,110.99035961921862,0.3333333333333333,0.3343083121060802,0.12085050464336122,40.12236754159593,20,True,0,0.0,0,0
mvp,j6021_1.sm,00000,5,3.276315789473684,0.7082513431450298,530.0,0.0,116.0,102.32191301820235,0.3333333333333333,0.30819853318735646,0.09045939727843166,30.03251989643931,20,True,0,0.0,0,0
mvp,j6021_1.sm,00000,6,4.0394736842105265,0.8118080381349299,542.0,0.0,34.0,91.64552029468169,0.2833333333333333,0.2760407237791617,0.07479213304226778,24.830988170032903,17,True,0,0.0,0,0
mvp,j6021_1.sm,00000,7,3.8684210526315788,0.7072697097774501,538.0,0.0,140.0,82.67162577807468,0.21666666666666667,0.24901092101829725,0.10484784498965512,34.8094845365655,13,True,0,0.0,0,0
mvp,j6021_1.sm,00000,8,3.6315789473684212,0.6536039213765159,549.0,0.0,177.0,113.95824083151781,0.38333333333333336,0.34324771334794524,0.11838941939270711,39.30528723837876,23,True,0,0.0,0,0
mvp,j6021_1.sm,00000,9,4.092105263157895,0.6939933764181382,520.0,0.0,129.0,100.28669014658516,0.3,0.3020683438150155,0.08991357101705491,29.85130557766223,18,True,0,0.0,0,0
mvp,j6021_1.sm,00000,10,4.394736842105263,0.6737415268568506,540.0,0.0,143.0,118.49430972322034,0.4166666666666667,0.35691057145548294,0.08581106189296517,28.489272548464438,25,True,0,0.0,0,0
mvp,j6021_1.sm,00000,11,4.921052631578948,0.8224995768612848,558.0,0.0,6.0,114.41980190356635,0.35,0.3446379575408625,0.07073048846477517,23.48252217030536,21,True,0,0.0,0,0
mvp,j6024_1.sm,00000,0,2.707692307692308,0.7601475499114934,463.0,0.0,71.0,75.09227432741014,0.3,0.26440941664581036,0.13868876111196934,39.38760815579929,18,True,0,0.0,0,0
mvp,j6024_1.sm,00000,1,2.4,0.7590685391736918,458.0,0.0,88.0,57.3710743677645,0.18333333333333332,0.2020108252386074,0.07245701711721791,20.577792861289886,11,True,0,0.0,0,0
mvp,j6024_1.sm,00000,2,4.2,0.6732247673760988,472.0,0.0,168.0,61.10314247591547,0.25,0.21515191012646293,0.07233760657269649,20.543880266645804,15,True,0,0.0,0,0
mvp,j6024_1.sm,00000,3,2.276923076923077,0.703336552444233,464.0,0.0,142.0,53.71262034869175,0.2,0.18912894488975968,0.07949190935817976,22.57570225772305,12,True,0,0.0,0,0
mvp,j6024_1.sm,00000,4,2.769230769230769,0.7296749844092658,468.0,0.0,117.0,56.38145064529786,0.18333333333333332,0.19852623466654176,0.1082174776650668,30.73376365687897,11,True,0,0.0,0,0
mvp,j6024_1.sm,00000,5,2.707692307692308,0.7005271462469783,445.0,0.0,120.0,70.23591110502156,0.3,0.24730954614444212,0.08827204378173693,25.06926043401329,18,True,0,0.0,0,0
mvp,j6024_1.sm,00000,6,3.4307692307692306,0.7933769460622061,495.0,0.0,56.0,72.91528069582785,0.3,0.25674394611206985,0.10812771387354769,30.708270740087546,18,True,0,0.0,0,0
mvp,j6024_1.sm,00000,7,2.6615384615384614,0.6373757105916933,442.0,0.0,179.0,72.46853457857578,0.2833333333333333,0.2551708964034359,0.1451032504545163,41.209323129082634,17,True,0,0.0,0,0
mvp,j6024_1.sm,00000,8,2.769230769230769,0.5807033128389624,485.0,0.0,280.0,70.19413317777585,0.26666666666666666,0.2471624407668164,0.07423255641155468,21.08204602088153,16,True,0,0.0,0,0
mvp,j6024_1.sm,00000,9,3.246153846153846,0.6885014145200591,461.0,0.0,134.0,74.57015668784665,0.3,0.26257097425298115,0.12130478763109126,34.45055968722992,18,True,0,0.0,0,0
mvp,j6024_1.sm,00000,10,2.4153846153846152,0.6523976287511413,485.0,0.0,186.0,72.4116536082697,0.25,0.2549706112967243,0.13642417898464268,38.74446683163852,15,True,0,0.0,0,0
mvp,j6024_1.sm,00000,11,2.3692307692307693,0.8005407999903136,462.0,0.0,49.0,66.10987373234451,0.2,0.23278124553642435,0.05864012681903264,16.65379601660527,12,True,0,0.0,0,0
