modelo,arquivo,celula,semente,atraso_relativo,E_total,TW,TL,TU,TR,taxa_omissao,retrabalho_sobre_plano,divida_latente_sobre_plano,S_UR_maximo,n_com_erro,concluiu,divida_pendente,reparo_pendente,violacoes,p2_ajuda
mvp,j6010_1.sm,00000,0,2.447058823529412,0.7529245786357962,525.0,0.0,133.0,39.28099586180779,0.16666666666666666,0.12161299028423464,0.051187430755853254,16.5335401341406,10,True,0,0.0,0,0
mvp,j6010_1.sm,00000,1,2.176470588235294,0.842467203913938,512.0,0.0,60.0,35.738791042960536,0.15,0.11064641189771064,0.05457092470349334,17.626408679228348,9,True,0,0.0,0,0
mvp,j6010_1.sm,00000,2,1.8,0.7758792582705023,517.0,0.0,106.0,43.34079270585849,0.13333333333333333,0.1341820207611718,0.06069444054284705,19.604304295339595,8,True,0,0.0,0,0
mvp,j6010_1.sm,00000,3,2.2823529411764705,0.6647981034095154,527.0,0.0,208.0,57.72187645723195,0.18333333333333332,0.17870549986759118,0.046138363209785364,14.902691316760672,11,True,0,0.0,0,0
mvp,j6010_1.sm,00000,4,2.6705882352941175,0.7378170816056261,531.0,0.0,147.0,41.69057539904884,0.18333333333333332,0.1290729888515444,0.04946845100310447,15.978309674002745,11,True,0,0.0,0,0
mvp,j6010_1.sm,00000,5,1.9411764705882353,0.8062003214450789,517.0,0.0,69.0,55.27982369605121,0.2,0.17114496500325452,0.04426414825738941,14.29731988713678,12,True,0,0.0,0,0
mvp,j6010_1.sm,00000,6,2.0352941176470587,0.7814322470009779,529.0,0.0,97.0,50.96208088445821,0.18333333333333332,0.15777734019956102,0.07534826451892683,24.337489439613368,11,True,0,0.0,0,0
mvp,j6010_1.sm,00000,7,2.364705882352941,0.7409877759830208,520.0,0.0,133.0,48.76596275174641,0.2,0.15097821285370405,0.09778250913743099,31.58375045139021,12,True,0,0.0,0,0
mvp,j6010_1.sm,00000,8,2.847058823529412,0.6548977231332522,526.0,0.0,217.0,60.17884979571789,0.3,0.18631222846971482,0.06940050354081409,22.41636264368295,18,True,0,0.0,0,0
mvp,j6010_1.sm,00000,9,3.011764705882353,0.758121197049028,508.0,0.0,115.0,47.07755748998993,0.2,0.14575095198139296,0.06346749226006192,20.5,12,True,0,0.0,0,0
mvp,j6010_1.sm,00000,10,2.235294117647059,0.686791078446285,538.0,0.0,154.0,91.35321596941489,0.2833333333333333,0.2828272940229563,0.08337341560815345,26.929613241433564,17,True,0,0.0,0,0
mvp,j6010_1.sm,00000,11,2.635294117647059,0.798419284697098,535.0,0.0,66.0,69.07399527300598,0.25,0.21385137855419808,0.06811145510835913,22.0,15,True,0,0.0,0,0
mvp,j6013_1.sm,00000,0,3.5942028985507246,0.8282595785102361,542.0,0.0,69.0,43.38422212379109,0.11666666666666667,0.1276006533052679,0.04457531052797319,15.155605579510885,7,True,0,0.0,0,0
mvp,j6013_1.sm,00000,1,4.507246376811594,0.7606390883027561,572.0,0.0,108.0,71.99921854703283,0.2,0.211762407491273,0.07949407567665909,27.027985730064092,12,True,0,0.0,0,0
mvp,j6013_1.sm,00000,2,4.869565217391305,0.8344229203068185,584.0,0.0,16.0,99.88489743937323,0.2833333333333333,0.29377911011580365,0.08497014375243987,28.889848875829557,17,True,0,0.0,0,0
mvp,j6013_1.sm,00000,3,4.159420289855072,0.7317994212408142,574.0,0.0,123.0,87.36793380725155,0.2,0.2569645111977987,0.07911204013101476,26.89809364454502,12,True,0,0.0,0,0
mvp,j6013_1.sm,00000,4,3.7971014492753623,0.7520067233343845,552.0,0.0,116.0,66.03599046620462,0.18333333333333332,0.19422350137119007,0.039705882352941174,13.5,11,True,0,0.0,0,0
mvp,j6013_1.sm,00000,5,3.898550724637681,0.7867137088493416,551.0,0.0,69.0,80.38184641004952,0.2,0.23641719532367506,0.06930390355083474,23.56332720728381,12,True,0,0.0,0,0
mvp,j6013_1.sm,00000,6,4.202898550724638,0.871016007564786,573.0,0.0,3.0,81.85243327733032,0.18333333333333332,0.2407424508156774,0.057931711589534945,19.69678194044188,11,True,0,0.0,0,0
mvp,j6013_1.sm,00000,7,4.405797101449275,0.7507292637306028,549.0,0.0,133.0,49.28893000900413,0.16666666666666666,0.14496744120295332,0.0855321287412763,29.08092377203394,10,True,0,0.0,0,0
mvp,j6013_1.sm,00000,8,3.9130434782608696,0.7126483901764821,541.0,0.0,166.0,52.14014183912683,0.18333333333333332,0.15335335835037303,0.04591153049568856,15.609920368534109,11,True,0,0.0,0,0
mvp,j6013_1.sm,00000,9,4.681159420289855,0.7714808693813416,563.0,0.0,74.0,92.7653413641682,0.2,0.27283923930637705,0.08177987340799084,27.805156958716886,12,True,0,0.0,0,0
