concluiu,makespan,makespan_cpm,E_total,S_UR_final,S_UR_maximo,S_PV_final,TW,TL,TU,TR,n_limpas,n_com_erro,n_reportadas,n_adiamentos,taxa_omissao,taxa_falha_efetiva,E_plano,retrabalho_sobre_esforco_total,retrabalho_sobre_plano,divida_latente_sobre_plano,retrabalho_sobre_esforco_realizado,p1_omissao,p1_fuga,p2_ajuda,p2_bloqueio,p3_analitica,hiato_encontrado,hiato_sem_colega_capaz,hiato_sem_colega_livre,hiato_colega_capaz_sem_confianca,competencia_maxima_inicial,competencia_minima_inicial,tarefas_acima_da_competencia_maxima_inicial,n_tarefas,N_req,N_fail,N_blocked,N_success,competencia_maxima_final,ablacoes,retrabalho_gerado,retrabalho_pendente,ocupacao_retrabalho,extensoes_horizonte,motivo_termino,confianca_media_final,arquivo,semente,cenario,variante,violacoes,atraso_relativo,fracao_porta1,fracao_fuga
True,230,57,0.7167839834495575,5.329070518200751e-15,21.865535095605914,206.0,475.0,25.0,73.0,89.68221802897943,41,19,6,12,0.31666666666666665,0.4166666666666667,326.0,0.21574706383694095,0.27509882830975285,0.06707219354480341,0.13533216312295496,38,12,25,61,22,86,14,0,29,0.6268507180531939,0.4857196752206667,23,60,43,18,29,25,0.6268507180531939,nenhuma,89.68221802897943,0.0,99,0,terminal,0.4532643526401765,j6025_8.sm,0,centralizada,GF1,0,4.035087719298246,0.6333333333333333,0.16666666666666666
True,209,57,0.6879928946723352,0.0,10.977478270332675,287.0,413.0,85.0,46.0,56.29689724731264,54,6,10,14,0.1,0.26666666666666666,326.0,0.1472596237444571,0.17268986885678725,0.03367324622801434,0.09378175617009599,34,14,85,32,26,117,18,0,0,0.6268507180531939,0.4857196752206667,23,60,99,14,0,85,0.6268507180531939,nenhuma,56.29689724731264,0.0,62,0,terminal,0.9666666666666667,j6025_8.sm,0,adaptativa,GF1,0,3.6666666666666665,0.5666666666666667,0.1891891891891892
True,412,57,0.7786302134389307,1.7763568394002505e-15,21.31976740787871,248.0,516.0,18.0,64.0,64.70225723840434,48,12,2,15,0.2,0.23333333333333334,326.0,0.16560502541177638,0.19847318171289677,0.06539805953337027,0.09763397744868096,31,15,18,49,29,67,4,0,28,0.6586427040007742,0.39362113220747674,20,60,35,17,28,18,0.6586427040007742,nenhuma,64.70225723840434,0.0,68,0,terminal,0.37562038138080167,j6025_8.sm,1,centralizada,GF1,0,7.228070175438597,0.5166666666666667,0.2
True,199,57,0.7034607833920801,0.0,5.382739331804206,304.0,407.0,74.0,39.0,58.568144250274344,56,4,13,6,0.06666666666666667,0.2833333333333333,326.0,0.15229588078454723,0.17965688420329554,0.016511470342957687,0.1012294659364087,32,6,74,33,28,107,11,0,4,0.6586427040007742,0.39362113220747674,20,60,92,18,4,74,0.6586427040007742,nenhuma,58.56814425027433,0.0,65,0,terminal,0.9666666666666667,j6025_8.sm,1,adaptativa,GF1,0,3.491228070175439,0.5333333333333333,0.09090909090909091
True,260,57,0.732935783681025,0.0,34.77401905826778,210.0,499.0,34.0,60.0,87.82362890493786,42,18,2,9,0.3,0.3333333333333333,326.0,0.21222478072926182,0.2693976346777235,0.10666877011738583,0.12899615286002436,39,9,34,51,21,85,1,0,26,0.7659648859265082,0.2570239140832174,6,60,58,24,26,34,0.7659648859265082,nenhuma,87.82362890493786,0.0,95,0,terminal,0.4913738183719644,j6025_8.sm,2,centralizada,GF1,0,4.56140350877193,0.65,0.13043478260869565
True,227,57,0.7031927215985625,0.0,5.0,315.0,409.0,74.0,43.0,55.632868824670794,58,2,16,16,0.03333333333333333,0.3,326.0,0.14577588402174435,0.1706529718548184,0.015337423312883436,0.09564945828644518,33,16,74,27,27,101,4,0,2,0.7659648859265082,0.2570239140832174,6,60,95,21,2,74,0.7659648859265082,nenhuma,55.632868824670794,0.0,61,0,terminal,0.9666666666666667,j6025_8.sm,2,adaptativa,GF1,0,3.982456140350877,0.55,0.21052631578947367
True,254,57,0.6994935821651975,2.6645352591003757e-15,23.413725085075995,235.0,460.0,44.0,88.0,65.61861399231971,42,18,1,17,0.3,0.31666666666666665,326.0,0.1675574440228385,0.2012840920009807,0.07182124259225765,0.09978217251783275,35,17,44,71,25,115,11,0,19,0.794910294566222,0.24332019624229823,4,60,85,41,19,44,0.794910294566222,nenhuma,65.61861399231971,0.0,71,0,terminal,0.7038872493603726,j6025_8.sm,3,centralizada,GF1,0,4.456140350877193,0.5833333333333334,0.22077922077922077
True,209,57,0.6869178571622864,0.0,18.134688762030013,281.0,426.0,73.0,39.0,82.16148737178078,53,7,13,10,0.11666666666666667,0.3333333333333333,326.0,0.20129652089625644,0.2520291023674257,0.055627879638128874,0.1324840207668777,35,10,73,29,25,102,0,0,5,0.794910294566222,0.24332019624229823,4,60,97,24,5,73,0.794910294566222,nenhuma,82.16148737178078,0.0,88,0,terminal,0.9458848456781334,j6025_8.sm,3,adaptativa,GF1,0,3.6666666666666665,0.5833333333333334,0.14285714285714285
True,300,57,0.7282631980342937,0.0,16.226968423418036,229.0,496.0,14.0,85.0,86.07244927217027,42,18,3,19,0.3,0.35,326.0,0.20887698127889198,0.26402591801279224,0.049775976758951034,0.12637781687418395,36,19,14,66,24,80,9,0,37,0.7496468789669437,0.35303232464984247,9,60,34,20,37,14,0.7496468789669437,nenhuma,86.07244927217027,0.0,91,0,terminal,0.3312992451557774,j6025_8.sm,4,centralizada,GF1,0,5.2631578947368425,0.6,0.24050632911392406
True,228,57,0.6673507022085072,0.0,14.414444384758347,267.0,417.0,78.0,44.0,85.85886149515488,53,7,8,15,0.11666666666666667,0.25,326.0,0.20846670916212623,0.2633707407826837,0.04421608706981088,0.1374052074571093,33,15,78,29,27,107,7,0,0,0.7496468789669437,0.35303232464984247,9,60,100,22,0,78,0.7496468789669437,nenhuma,85.85886149515488,0.0,92,0,terminal,0.965,j6025_8.sm,4,adaptativa,GF1,0,4.0,0.55,0.2
