concluiu,makespan,makespan_cpm,E_total,S_UR_final,S_UR_maximo,S_PV_final,TW,TL,TU,TR,n_limpas,n_com_erro,n_reportadas,n_adiamentos,taxa_omissao,taxa_falha_efetiva,E_plano,retrabalho_sobre_esforco_total,retrabalho_sobre_plano,divida_latente_sobre_plano,retrabalho_sobre_esforco_realizado,p1_omissao,p1_fuga,p2_ajuda,p2_bloqueio,p3_analitica,hiato_encontrado,hiato_sem_colega_capaz,hiato_sem_colega_livre,hiato_colega_capaz_sem_confianca,competencia_maxima_inicial,competencia_minima_inicial,tarefas_acima_da_competencia_maxima_inicial,n_tarefas,N_req,N_fail,N_blocked,N_success,competencia_maxima_final,ablacoes,retrabalho_gerado,retrabalho_pendente,ocupacao_retrabalho,extensoes_horizonte,motivo_termino,confianca_media_final,arquivo,semente,cenario,variante,violacoes,atraso_relativo,fracao_porta1,fracao_fuga
True,233,85,0.735591566469241,0.0,17.25770727461635,278.0,511.0,0.0,144.0,39.678981235122265,48,12,3,22,0.2,0.25,323.0,0.10940524068969594,0.12284514314279339,0.05342943428673793,0.05711844219696126,35,22,0,122,25,122,22,4,100,0.6268507180531939,0.4857196752206667,16,60,0,0,100,0,0.6268507180531939,nenhuma,39.678981235122265,0.0,46,0,terminal,0.25,j6010_1.sm,0,centralizada,F1,0,2.7411764705882353,0.5833333333333334,0.2682926829268293
True,138,85,0.6795873314988912,0.0,6.4471869817724405,305.0,385.0,95.0,49.0,37.520272164061325,57,3,6,10,0.05,0.15,323.0,0.1040725725042919,0.11616183332526726,0.01996033121291777,0.06622935490152354,22,10,95,39,38,134,9,3,0,0.6268507180531939,0.4857196752206667,16,60,125,30,0,95,0.6268507180531939,nenhuma,37.52027216406133,0.0,42,0,terminal,0.9846410477154722,j6010_1.sm,0,adaptativa,F1,0,1.6235294117647059,0.36666666666666664,0.14285714285714285
True,210,85,0.7886717188449477,1.7763568394002505e-15,25.128905879536525,222.0,513.0,0.0,75.0,62.46075286091933,43,17,0,14,0.2833333333333333,0.2833333333333333,323.0,0.16204179646651654,0.1933769438418555,0.07779847021528336,0.09602539828298388,22,14,0,61,38,61,7,6,54,0.6586427040007742,0.39362113220747674,14,60,0,0,54,0,0.6586427040007742,nenhuma,62.46075286091934,0.0,69,0,terminal,0.25,j6010_1.sm,1,centralizada,F1,0,2.4705882352941178,0.36666666666666664,0.1891891891891892
True,123,85,0.6516245487364621,0.0,3.0,313.0,361.0,110.0,43.0,40.0,57,3,11,1,0.05,0.23333333333333334,323.0,0.11019283746556474,0.1238390092879257,0.009287925696594427,0.07220216606498195,13,1,110,42,47,152,20,1,0,0.6586427040007742,0.39362113220747674,14,60,132,22,0,110,0.6586427040007742,nenhuma,40.0,0.0,42,0,terminal,0.9666666666666667,j6010_1.sm,1,adaptativa,F1,0,1.4470588235294117,0.21666666666666667,0.01639344262295082
True,325,85,0.7212874283266593,0.0,28.490017276836348,234.0,536.0,0.0,142.0,65.11568308279786,45,15,1,17,0.25,0.26666666666666666,323.0,0.16777390330013162,0.20159654205200575,0.0882043878539825,0.08762523058680041,26,17,0,125,34,125,8,9,117,0.7659648859265082,0.2570239140832174,4,60,0,0,117,0,0.7659648859265082,nenhuma,65.11568308279787,0.0,71,0,terminal,0.25,j6010_1.sm,2,centralizada,F1,0,3.823529411764706,0.43333333333333335,0.22077922077922077
True,152,85,0.6216531163432807,4.440892098500626e-16,6.460385287257194,289.0,406.0,102.0,57.0,88.09734533013145,53,7,17,9,0.11666666666666667,0.4,323.0,0.21429801561813766,0.27274719916449364,0.020001192839805552,0.13489159917745414,26,9,102,48,34,150,8,9,0,0.7659648859265082,0.2570239140832174,4,60,142,40,0,102,0.7659648859265082,nenhuma,88.09734533013145,0.0,97,0,terminal,0.9480112173004372,j6010_1.sm,2,adaptativa,F1,0,1.7882352941176471,0.43333333333333335,0.13043478260869565
True,198,85,0.640427356869862,0.0,34.273203463233784,232.0,504.0,0.0,212.0,70.97450162550646,42,18,2,17,0.3,0.3333333333333333,323.0,0.18014998770903062,0.2197352991501748,0.1061089890502594,0.09018653270075164,33,17,0,195,27,195,7,3,188,0.794910294566222,0.24332019624229823,3,60,0,0,188,0,0.794910294566222,nenhuma,70.97450162550646,0.0,82,0,terminal,0.25,j6010_1.sm,3,centralizada,F1,0,2.3294117647058825,0.55,0.22077922077922077
True,130,85,0.6636876362020759,0.0,4.5,305.0,399.0,89.0,53.0,60.18642903047048,58,2,12,13,0.03333333333333333,0.23333333333333334,323.0,0.1570682687869526,0.18633569359278787,0.01393188854489164,0.10011275392149611,25,13,89,40,35,129,3,9,0,0.794910294566222,0.24332019624229823,3,60,126,37,0,89,0.794910294566222,nenhuma,60.18642903047048,0.0,66,0,terminal,1.0,j6010_1.sm,3,adaptativa,F1,0,1.5294117647058822,0.4166666666666667,0.1780821917808219
True,247,85,0.6681144136818405,0.0,29.09221175197442,205.0,539.0,0.0,174.0,93.74804937927074,40,20,3,10,0.3333333333333333,0.38333333333333336,323.0,0.2249513813415675,0.2902416389451106,0.09006876703397654,0.11620486650250038,26,10,0,164,34,164,13,14,151,0.7496468789669437,0.35303232464984247,6,60,0,0,151,0,0.7496468789669437,nenhuma,93.74804937927074,0.0,102,0,terminal,0.25,j6010_1.sm,4,centralizada,F1,0,2.9058823529411764,0.43333333333333335,0.14285714285714285
True,151,85,0.6352634933833153,1.7763568394002505e-15,11.543667507076744,281.0,412.0,131.0,61.0,44.549781769689886,55,5,6,9,0.08333333333333333,0.18333333333333332,323.0,0.12120747713463531,0.13792502095879222,0.03573890869064007,0.06869138348659597,25,9,131,52,35,183,12,11,0,0.7496468789669437,0.35303232464984247,6,60,171,40,0,131,0.7496468789669437,nenhuma,44.549781769689886,0.0,48,0,terminal,0.9403724411496178,j6010_1.sm,4,adaptativa,F1,0,1.776470588235294,0.4166666666666667,0.13043478260869565
