concluiu,makespan,makespan_cpm,E_total,S_UR_final,S_UR_maximo,S_PV_final,TW,TL,TU,TR,n_limpas,n_com_erro,n_reportadas,n_adiamentos,taxa_omissao,taxa_falha_efetiva,E_plano,retrabalho_sobre_esforco_total,retrabalho_sobre_plano,divida_latente_sobre_plano,retrabalho_sobre_esforco_realizado,p1_omissao,p1_fuga,p2_ajuda,p2_bloqueio,p3_analitica,hiato_encontrado,hiato_sem_colega_capaz,hiato_sem_colega_livre,hiato_colega_capaz_sem_confianca,competencia_maxima_inicial,competencia_minima_inicial,tarefas_acima_da_competencia_maxima_inicial,n_tarefas,N_req,N_fail,N_blocked,N_success,competencia_maxima_final,ablacoes,retrabalho_gerado,retrabalho_pendente,ocupacao_retrabalho,extensoes_horizonte,motivo_termino,confianca_media_final,arquivo,semente,cenario,variante,violacoes,atraso_relativo,fracao_porta1,fracao_fuga
True,173,85,0.73861985386881,0.0,26.90426841086265,261.0,467.0,36.0,67.0,62.26028592909469,49,11,4,0,0.18333333333333332,0.25,323.0,0.16160577200151224,0.1927563031860517,0.08329494864044164,0.0984725552350712,20,0,36,67,40,103,21,2,23,0.6268507180531939,0.4857196752206667,16,60,59,23,23,36,0.6268507180531939,nenhuma,62.26028592909469,0.0,70,0,terminal,0.5960987930499949,j6010_1.sm,0,centralizada,G,0,2.0352941176470587,0.3333333333333333,0.0
True,120,85,0.7237896093187363,0.0,9.337666949330984,310.0,389.0,73.0,39.0,36.448997597719774,58,2,6,0,0.03333333333333333,0.13333333333333333,323.0,0.10140241826049537,0.11284519380099,0.028909185601643912,0.06781852373088214,19,0,73,39,41,112,19,3,2,0.6268507180531939,0.4857196752206667,16,60,91,18,2,73,0.6268507180531939,nenhuma,36.44899759771978,0.0,39,0,terminal,0.9933333333333335,j6010_1.sm,0,adaptativa,G,0,1.411764705882353,0.31666666666666665,0.0
True,269,85,0.7431027513889891,0.0,40.5362169617296,189.0,514.0,15.0,64.0,98.69438417398403,38,22,3,0,0.36666666666666664,0.4166666666666667,323.0,0.2340424437174017,0.30555536895970287,0.12549912372052507,0.14268495802787828,34,0,15,64,26,79,18,7,24,0.6586427040007742,0.39362113220747674,14,60,37,22,24,15,0.6586427040007742,nenhuma,98.69438417398405,0.0,106,0,terminal,0.37108638634483965,j6010_1.sm,1,centralizada,G,0,3.164705882352941,0.5666666666666667,0.0
True,123,85,0.7412384303872426,0.0,5.0,309.0,391.0,55.0,29.0,52.49558572635159,58,2,11,0,0.03333333333333333,0.21666666666666667,323.0,0.1398034696594505,0.16252503320851885,0.015479876160990712,0.09951853085948795,15,0,55,29,45,84,10,1,0,0.6586427040007742,0.39362113220747674,14,60,74,19,0,55,0.6586427040007742,nenhuma,52.49558572635159,0.0,57,0,terminal,0.9616666666666666,j6010_1.sm,1,adaptativa,G,0,1.4470588235294117,0.25,0.0
True,298,85,0.7264308683435599,1.7763568394002505e-15,26.176493637680135,241.0,465.0,38.0,84.0,53.11597009955506,48,12,0,0,0.2,0.2,323.0,0.14122232056643502,0.16444572786239955,0.08104177596804996,0.0829786672738287,26,0,38,84,34,122,17,15,20,0.7659648859265082,0.2570239140832174,4,60,85,47,20,38,0.7659648859265082,nenhuma,53.11597009955506,0.0,58,0,terminal,0.6365566727073847,j6010_1.sm,2,centralizada,G,0,3.5058823529411764,0.43333333333333335,0.0
True,138,85,0.7063614659533007,0.0,5.60729220992478,302.0,411.0,59.0,36.0,75.85506969199845,55,5,15,0,0.08333333333333333,0.3333333333333333,323.0,0.19018203717599683,0.2348454170030912,0.017360037801624706,0.1303676355903402,29,0,59,36,31,95,8,8,0,0.7659648859265082,0.2570239140832174,4,60,87,28,0,59,0.7659648859265082,nenhuma,75.85506969199845,0.0,85,0,terminal,0.9233333333333333,j6010_1.sm,2,adaptativa,G,0,1.6235294117647059,0.48333333333333334,0.0
True,180,85,0.7408010918157313,0.0,26.810499790045597,254.0,474.0,40.0,72.0,53.84786906591648,49,11,0,0,0.18333333333333332,0.18333333333333332,323.0,0.1428902044726639,0.16671166893472594,0.08300464331283466,0.08415729999152208,29,0,40,72,31,112,4,7,29,0.794910294566222,0.24332019624229823,3,60,79,39,29,40,0.794910294566222,nenhuma,53.847869065916484,0.0,61,0,terminal,0.5968204455783825,j6010_1.sm,3,centralizada,G,0,2.1176470588235294,0.48333333333333334,0.0
True,148,85,0.6047670473631699,0.0,8.841923509304275,282.0,397.0,130.0,56.0,73.45111077223876,54,6,10,0,0.1,0.26666666666666666,323.0,0.18527154742778976,0.22740281972829338,0.027374376189796518,0.11189121256239788,27,0,130,56,33,186,6,1,2,0.794910294566222,0.24332019624229823,3,60,178,48,2,130,0.794910294566222,nenhuma,73.45111077223875,0.0,80,0,terminal,0.9199999999999999,j6010_1.sm,3,adaptativa,G,0,1.7411764705882353,0.45,0.0
True,164,85,0.7018903181672491,3.552713678800501e-15,21.561923759844127,232.0,451.0,51.0,75.0,65.55053578404538,46,14,3,0,0.23333333333333334,0.2833333333333333,323.0,0.16870530277811294,0.20294283524472254,0.06675518191902206,0.10201615613635757,27,0,51,75,33,126,8,4,26,0.7496468789669437,0.35303232464984247,6,60,92,41,26,51,0.7496468789669437,nenhuma,65.55053578404538,0.0,70,0,terminal,0.6728102917524104,j6010_1.sm,4,centralizada,G,0,1.9294117647058824,0.45,0.0
True,162,85,0.6175886291550405,0.0,6.7456665102886495,294.0,409.0,136.0,55.0,62.253125611423656,56,4,10,0,0.06666666666666667,0.23333333333333334,323.0,0.16159018959969135,0.19273413501988748,0.020884416440522136,0.09400201101950044,20,0,136,55,40,191,8,4,1,0.7496468789669437,0.35303232464984247,6,60,182,46,1,136,0.7496468789669437,nenhuma,62.253125611423656,0.0,66,0,terminal,0.8949999999999999,j6010_1.sm,4,adaptativa,G,0,1.9058823529411764,0.3333333333333333,0.0
